Продукт,Калорийность,Белки,Жиры,Углеводы
"Горбуша, приготовленная на жару",153 кКал,"24,58 г","5,28 г",0 г
"Горбуша, с костями, консервированная",129 кКал,"19,68 г","4,97 г",0 г
"Горбуша, сырая",127 кКал,"20,5 г","4,4 г",0 г
"Горбыль волнистый, жареный в панировке",221 кКал,"18,2 г","12,67 г","7,14 г"
"Горбыль волнистый, сырой",104 кКал,"17,78 г","3,17 г",0 г
"Горбыль, приготовленный на жару",153 кКал,"22,49 г","6,32 г",0 г
"Горбыль, сырой",119 кКал,"17,54 г","4,93 г",0 г
Гребешок,69 кКал,"12,06 г","0,49 г","3,18 г"
"Гребешок, искусственный из сурими",99 кКал,"12,77 г","0,41 г","10,62 г"
"Гребешок, обжаренный в панировке",216 кКал,"18,07 г","10,94 г","10,13 г"
"Гребешок, приготовленный на пару",111 кКал,"20,54 г","0,84 г","5,41 г"
"Групер, все виды, приготовленный на жару",118 кКал,"24,84 г","1,3 г",0 г
"Групер, все виды, сырой",92 кКал,"19,38 г","1,02 г",0 г
Джакас,120 кКал,"20,3 г","4,3 г",0 г
"Дночерпатель,все виды, приготовленный на жару",128 кКал,"26,3 г","1,72 г",0 г
"Дночерпатель,все виды, сырой",100 кКал,"20,51 г","1,34 г",0 г
Дрепана,88 кКал,"19,4 г","1,1 г",0 г
Ерш морской дальневосточный,150 кКал,"16,6 г","9,3 г",0 г
Желтоперка,108 кКал,"17,9 г",4 г,0 г
Жерех,99 кКал,"18,8 г","2,6 г",0 г
"Жир тюленя, (Ларга, или пестрая нерпа), (Аляска)",894 кКал,0 г,"99,32 г",0 г
Зеленоглазка,117 кКал,"19,6 г","4,3 г",0 г
"Зразы из судака, по 1-382",164 кКал,"12,1 г","7,4 г","12,1 г"
"Зразы из хека, по 1-374",140 кКал,"13,1 г","5,6 г","9,3 г"
Зубан,132 кКал,"18,8 г","6,3 г",0 г
Зубатка атлантическая,96 кКал,"17,5 г","2,39 г",0 г
"Зубатка атлантическая, приготовленная на жару",123 кКал,"22,44 г","3,06 г",0 г
"Зубатка жареная, по 1-364",209 кКал,"22,2 г","11,5 г","4,1 г"
"Зубатка запеченная в сметанном соусе, по 1-376",137 кКал,"7,4 г","8,8 г","6,8 г"
"Зубатка отварная, по 1-342",122 кКал,19 г,"5,1 г",0 г
Зубатка пестрая,126 кКал,"19,6 г","5,3 г",0 г
Зубатка полосатая,109 кКал,16 г,5 г,0 г
"Икра белужья зернистая, соленая",235 кКал,"26,8 г","13,8 г","0,8 г"
"Икра вобельная пробойная, соленая",142 кКал,"23,9 г","5,1 г",0 г
"Икра вобельная ястычная (тарама), соленая",151 кКал,"24,9 г","5,7 г",0 г
"Икра горбуши зернистая, соленая",230 кКал,"30,6 г","11,5 г",1 г
"Икра кеты зернистая, соленая",249 кКал,"31,5 г","13,2 г",1 г
"Икра лещевая пробойная, соленая",142 кКал,"24,7 г","4,8 г",0 г
"Икра лобанья вяленая, соленая",505 кКал,"34,4 г","40,8 г",0 г
"Икра минтая пробойная, соленая",132 кКал,"27,9 г","1,8 г","1,1 г"
"Икра осетровая зернистая, соленая",200 кКал,"28,4 г","9,3 г","0,6 г"
"Икра осетровая паюсная, соленая",289 кКал,"38,2 г","14,5 г","1,5 г"
"Икра сазанья пробойная, соленая",123 кКал,"25,1 г","2,5 г",0 г
"Икра севрюги зернистая, соленая",221 кКал,"28,2 г","11,7 г","0,7 г"
"Икра сельди тихоокеанской, свежая",74 кКал,"9,6 г","1,93 г","4,47 г"
"Икра сельди тихоокеанской, сухая",312 кКал,"60,4 г","6,6 г","2,8 г"
"Икра сиговых рыб, свежая",104 кКал,"14,66 г","2,88 г","4,89 г"
"Икра, черная и красная, зернистая, соленая",264 кКал,"24,6 г","17,9 г",4 г
Кабан-рыба,220 кКал,"14,1 г","18,2 г",0 г
Кальмар,100 кКал,18 г,"2,2 г",2 г
"Кальмар, все виды, жареный",175 кКал,"17,94 г","7,48 г","7,79 г"
"Кальмар, все виды, сырой",92 кКал,"15,58 г","1,38 г","3,08 г"
"Камбала (морская и речная), приготовленная на жару",86 кКал,"15,24 г","2,37 г",0 г
"Камбала (морская и речная), сырая",70 кКал,"12,41 г","1,93 г",0 г
"Камбала в томатном соусе, консервы",125 кКал,"12,6 г","5,4 г","6,3 г"
Камбала дальневосточная,90 кКал,"15,7 г",3 г,0 г
Камбала обжаренная в масле. Консервы,254 кКал,"14,4 г","21,8 г",0 г
Камбала полярная,86 кКал,"16,4 г","2,3 г",0 г
Камбала речная горячего копчения,192 кКал,22 г,"11,6 г",0 г
Камбала черноморская,"84,5 кКал","18,2 г","1,3 г",0 г
Камбала-ерш,86 кКал,"15,5 г","2,7 г",0 г
"Каракатица, все виды, приготовленная на пару",158 кКал,"32,48 г","1,4 г","1,64 г"
"Каракатица, все виды, сырая",79 кКал,"16,24 г","0,7 г","0,82 г"
Карась,87 кКал,"17,7 г","1,8 г",0 г
Карась морской,91 кКал,"20,4 г","1,4 г",0 г
"Карась морской, приготовленный на жару",126 кКал,"26,02 г","1,63 г",0 г
"Карась морской, сырой",108 кКал,"20,21 г","2,41 г",0 г
Карп,112 кКал,16 г,"5,3 г",0 г
"Карп жареный, по 1-364",181 кКал,"18,5 г","10,5 г","3,2 г"
"Карп, сырой",127 кКал,"17,83 г","5,6 г",0 г
"Карп, сырой, приготовленный на жару",162 кКал,"22,86 г","7,17 г",0 г
"Кафельник, приготовленный на жару",147 кКал,"24,49 г","4,69 г",0 г
"Кафельник, сырой",96 кКал,"17,5 г","2,31 г",0 г
Кета,127 кКал,19 г,"5,6 г",0 г
"Кета в томатном соусе, консервы",168 кКал,"19,7 г","8,2 г","4,1 г"
"Кета натуральная, консервы",129 кКал,"21,5 г","4,8 г",0 г
Кета соленая,184 кКал,"24,3 г","9,6 г",0 г
"Кета, консервированная без соли, сухой продукт без маринада с костями",141 кКал,"21,43 г","5,5 г",0 г
"Кета, приготовленная на жару",154 кКал,"25,82 г","4,83 г",0 г
"Кета, сухой продукт без маринада с костями",141 кКал,"21,43 г","5,5 г",0 г
"Кета, сушеная, (Аляска)",378 кКал,"62,09 г","14,38 г",0 г
"Кета, сырая",120 кКал,"20,14 г","3,77 г",0 г
"Кета, сырая, (Аляска)",116 кКал,"20,69 г","3,67 г",0 г
Кефаль холодного копчения,199 кКал,"23,8 г","11,5 г",0 г
Кижуч,140 кКал,"21,6 г",6 г,0 г
"Кижуч (серебряный лосось), сырой, (Аляска)",140 кКал,"22,56 г","5,57 г",0 г
Кижуч консервированный,140 кКал,"17,9 г","7,4 г",0 г
"Кижуч, дикий, приготовленный на жару",139 кКал,"23,45 г","4,3 г",0 г
"Кижуч, дикий, приготовленный на пару",184 кКал,"27,36 г","7,5 г",0 г
"Кижуч, дикий, сырой",146 кКал,"21,62 г","5,93 г",0 г
"Кижуч, разведенный на ферме, приготовленный на жару",178 кКал,"24,3 г","8,23 г",0 г
"Кижуч, разведенный на ферме, сырой",160 кКал,"21,27 г","7,67 г",0 г
Килька балтийская,137 кКал,"14,1 г",9 г,0 г
Килька балтийская горячего копчения,162 кКал,"21,3 г","8,5 г",0 г
Килька балтийская соленая,137 кКал,"17,1 г","7,6 г",0 г
Килька каспийская,192 кКал,"18,5 г","13,1 г",0 г
"Килька соленая с картофелем и маслом, по 1-100",192 кКал,"11,3 г","12,2 г","9,2 г"
"Килька соленая с луком и маслом, по 1-98",169 кКал,10 г,"13,8 г","1,1 г"
Китовое мясо,119 кКал,"22,5 г","3,2 г",0 г
"Китовые, белуга, мясо сушеное (Аляска)",327 кКал,"69,86 г","5,34 г",0 г
"Китовые, белуга, мясо сырое (Аляска)",111 кКал,"26,5 г","0,5 г",0 г
"Китовые, белуга, плавник сырой (Аляска)",271 кКал,19 г,"21,7 г",0 г
Клыкач,203 кКал,"14,4 г","16,1 г",0 г
"Корифена, приготовленная на жару",109 кКал,"23,72 г","0,9 г",0 г
"Корифена, сырая",85 кКал,"18,5 г","0,7 г",0 г
"Корюшка зубастая, азиатская",102 кКал,"15,4 г","4,5 г",0 г
"Корюшка, сушеная, (Аляска)",386 кКал,"56,19 г","17,9 г",0 г
"Котлеты из трески, по 1-380",164 кКал,"12,6 г","5,9 г",15 г
"Краб дандженесский, приготовленный на пару",110 кКал,"22,32 г","1,24 г","0,95 г"
"Краб дандженесский, сырой",86 кКал,"17,41 г","0,97 г","0,74 г"
Краб камчатский (мясо),82 кКал,"18,2 г",1 г,0 г
"Краб камчатский, приготовленный на пару",97 кКал,"19,35 г","1,54 г",0 г
"Краб камчатский, сырой",84 кКал,"18,29 г","0,6 г",0 г
"Краб синий, консервированный",83 кКал,"17,88 г","0,74 г",0 г
"Краб синий, крабовые пироженные",155 кКал,"20,21 г","7,52 г","0,48 г"
"Краб синий, приготовленный на пару",83 кКал,"17,88 г","0,74 г",0 г
"Краб синий, сырой",87 кКал,"18,06 г","1,08 г","0,04 г"
"Краб-стригун, приготовленный на пару",115 кКал,"23,72 г","1,51 г",0 г
"Краб-стригун, сырой",90 кКал,"18,5 г","1,18 г",0 г
"Крабовое мясо из сурими (искуственное), крабовые палочки",95 кКал,"7,62 г","0,46 г","14,5 г"
Крабы консервированные,85 кКал,"18,7 г","1,1 г",0 г
Красноглазка,126 кКал,"21,9 г","4,2 г",0 г
Красноперка дальневосточная,100 кКал,"18,3 г",3 г,0 г
Креветка антарктическая (мясо) варено-мороженая,98 кКал,"20,5 г","1,6 г","0,3 г"
Креветка антарктическая натуральная. Консервы,82 кКал,"17,7 г","1,1 г","0,3 г"
Креветка дальневосточная (мясо),87 кКал,"18,3 г","1,2 г","0,8 г"
"Креветка дальневосточныя натуральная, консервы",134 кКал,"28,7 г","1,2 г","2,2 г"
Креветка приготовленная,99 кКал,"23,98 г","0,28 г","0,2 г"
Креветка сырая,85 кКал,"20,1 г","0,51 г",0 г
"Креветка, все виды, консервированная",100 кКал,"20,42 г","1,36 г",0 г
"Креветка, все виды, обжаренная в панировке",242 кКал,"21,39 г","12,28 г","11,07 г"
"Креветка, все виды, приготовленная на пару",119 кКал,"22,78 г","1,7 г","1,52 г"
"Креветка, все виды, сырая",71 кКал,"13,61 г","1,01 г","0,91 г"
Креветочное мясо из сурими (искусственное),101 кКал,"12,39 г","1,47 г","9,13 г"
Кубера,96 кКал,"20,3 г","1,6 г",0 г
"Кумжа, все виды, приготовленная на жару",133 кКал,"21,46 г","4,63 г",0 г
"Кумжа, все виды, сырая",104 кКал,"16,74 г","3,61 г",0 г
Курок,71 кКал,"15,8 г","0,9 г",0 г
Лангуст (мясо шеек),77 кКал,"18,4 г","0,4 г","2,43 г"
"Лангуст, все виды, приготовленный на пару",143 кКал,"26,41 г","1,94 г","3,12 г"
"Лангуст, все виды, сырой",112 кКал,"20,6 г","1,51 г","2,43 г"
Ледяная рыба,91 кКал,"17,7 г","2,2 г",0 г
Лемонема,67 кКал,"15,9 г","0,4 г",0 г
Летрин,84 кКал,"20,2 г","0,4 г",0 г
Лещ,105 кКал,"17,1 г","4,4 г",0 г
Лещ в томатном соусе. Консервы,124 кКал,"15,3 г","5,1 г",4 г
Лещ вяленый,221 кКал,42 г,"5,9 г",0 г
Лещ горячего копчения,172 кКал,"32,8 г","4,5 г",0 г
Лещ каспийский соленый,144 кКал,"25,2 г","4,8 г",0 г
Лещ морской,105 кКал,"18,88 г","2,73 г",0 г
Лещ морской,143 кКал,"21,3 г","6,4 г",0 г
"Лещ морской, приготовленный на жару",135 кКал,"24,21 г","3,5 г",0 г
Лещ холодного копчения,160 кКал,"29,7 г","4,6 г",0 г
Лихия,105 кКал,"21,1 г","2,3 г",0 г
Лосось атлантический (семга),153 кКал,20 г,"8,1 г",0 г
"Лосось атлантический (семга), дикий",142 кКал,"19,84 г","6,34 г",0 г
"Лосось атлантический (семга), дикий, приготовленный на жару",182 кКал,"25,44 г","8,13 г",0 г
"Лосось атлантический, разведенный на ферме, приготовленный на жару",206 кКал,"22,1 г","12,35 г",0 г
"Лосось атлантический, разведенный на ферме, сырой",208 кКал,"20,42 г","13,42 г",0 г
Лосось каспийский соленый,269 кКал,21 г,"20,5 г",0 г
Лунник,151 кКал,"14,6 г","10,3 г",0 г
Луфарь океанический,109 кКал,"19,7 г","3,4 г",0 г
"Луфарь, приготовленный на жару",159 кКал,"25,69 г","5,44 г",0 г
"Луфарь, сырой",124 кКал,"20,04 г","4,24 г",0 г
Луциан,86 кКал,"19,8 г","0,8 г",0 г
Луциан желтохвостый,107 кКал,"22,6 г","1,8 г",0 г
"Лягушачьи лапки, сырые",73 кКал,"16,4 г","0,3 г",0 г
Мавроликус,173 кКал,14 г,13 г,0 г
Макрель,113 кКал,"20,7 г","3,4 г",0 г
"Макрель испанская, приготовленная на жару",158 кКал,"23,59 г","6,32 г",0 г
"Макрель испанская, сырая",139 кКал,"19,29 г","6,3 г",0 г
"Макрель королевская, приготовленная на жару",134 кКал,26 г,"2,56 г",0 г
"Макрель королевская, сырая",105 кКал,"20,28 г",2 г,0 г
Макрурус малоглазый,32 кКал,"7,1 г","0,4 г",0 г
Макрурус тупорылый,68 кКал,"13,3 г","1,6 г",0 г
Маринка,112 кКал,"16,8 г",5 г,0 г
"Масло, белужье, китовое (Аляска)",900 кКал,0 г,100 г,0 г
"Масло, китовое, гренландский или полярный кит (Аляска)",900 кКал,0 г,100 г,0 г
"Масло, моржовое (Аляска)",900 кКал,0 г,100 г,0 г
Масляная рыба,113 кКал,"18,8 г","4,2 г",0 г
"Масляная рыба, приготовленная на жару",187 кКал,"22,15 г","10,28 г",0 г
"Масляная рыба, сырая",146 кКал,"17,28 г","8,02 г",0 г
"Медуза, сушеная с солью",36 кКал,"5,5 г","1,4 г",0 г
"Менек, приготовленный на жару",112 кКал,"24,35 г","0,88 г",0 г
"Менек, сырой",87 кКал,"18,99 г","0,69 г",0 г
Мероу,104 кКал,"19,4 г","2,9 г",0 г
Мидии,77 кКал,"11,5 г",2 г,"3,3 г"
Мидия cockles (Аляска),79 кКал,"13,5 г","0,7 г","4,7 г"
"Мидия голубая, приготовленная на пару",172 кКал,"23,8 г","4,48 г","7,39 г"
"Мидия голубая, сырая",86 кКал,"11,9 г","2,24 г","3,69 г"
Минога каспийская,326 кКал,"13,2 г","30,3 г",0 г
"Минога речная, весенняя",119 кКал,"13,5 г","7,2 г",0 г
"Минога речная, осенняя",213 кКал,"15,9 г","16,6 г",0 г
Минтай,72 кКал,"15,9 г","0,9 г",0 г
"Минтай припущенный, по 1-354",75 кКал,"16,2 г","1,1 г",0 г
"Минтай, Аляска",76 кКал,"17,17 г","0,82 г",0 г
"Минтай, Аляска, приготовленный",86 кКал,"19,42 г","0,99 г",0 г
"Минтай, приготовленный на жару",111 кКал,"23,48 г","1,18 г",0 г
"Минтай, сырой",56 кКал,"12,19 г","0,41 г",0 г
Мойва весенняя,116 кКал,"13,1 г","7,1 г",0 г
Мойва осенняя,217 кКал,"13,6 г","18,1 г",0 г
"Моллюск брюхоногий, печеный или жареный на открытом огне",130 кКал,"26,3 г","1,2 г","1,7 г"
Моллюск двустворчатый,86 кКал,"14,67 г","0,96 г","3,57 г"
"Моллюск двустворчатый, консервированный, с маринадом",2 кКал,"0,4 г","0,02 г","0,1 г"
"Моллюск двустворчатый, консервированный, сухой продукт без маринада",142 кКал,"24,25 г","1,59 г","5,9 г"
"Моллюск двустворчатый, обжаренный в панировке",202 кКал,"14,24 г","11,15 г","10,33 г"
"Моллюск двустворчатый, приготовленный на пару",148 кКал,"25,55 г","1,95 г","5,13 г"
Моллюск рапана,77 кКал,"16,7 г","1,1 г",0 г
"Молоки рыб, все виды",143 кКал,"22,32 г","6,42 г","1,5 г"
"Молоки рыб, все виды, приготовленные на жару",204 кКал,"28,62 г","8,23 г","1,92 г"
"Морж, мясо и подкожный жир, сырые, (Аляска)",282 кКал,"16,3 г","24,1 г",0 г
"Морж, мясо, сушеное, (Аляска)",251 кКал,57 г,"2,6 г",0 г
"Морж, мясо, сырое, (Аляска)",199 кКал,"19,2 г","13,6 г",0 г
Морская капуста (ламинария) свежая,"24,9 кКал","0,9 г","0,2 г",3 г
Морская капуста (ламинария) сушеная,189 кКал,"7,1 г","1,6 г","22,6 г"
"Морские водоросли агар, сушеные",306 кКал,"6,21 г","0,3 г","73,18 г"
"Морские водоросли агар, сырые",26 кКал,"0,54 г","0,03 г","6,25 г"
"Морские водоросли вакаме, сырые",45 кКал,"3,03 г","0,64 г","8,64 г"
"Морские водоросли ирландский мох, сырой",49 кКал,"1,51 г","0,16 г","10,99 г"
"Морские водоросли канадские культивируемые emi-tsunomata, сушеные",259 кКал,"15,34 г","1,39 г","9,54 г"
"Морские водоросли канадские культивируемые emi-tsunomata, сырые",31 кКал,"1,86 г","0,17 г","1,12 г"
"Морские водоросли порфира, сырые",35 кКал,"5,81 г","0,28 г","4,81 г"
"Морские водоросли спирулина, сушеные",290 кКал,"57,47 г","7,72 г","20,3 г"
"Морские водоросли спирулина, сырые",26 кКал,"5,92 г","0,39 г","2,02 г"
"Морские водоросли, ламинариевые, сырые",43 кКал,"1,68 г","0,56 г","8,27 г"
"Морской черт, мясо, (Аляска)",97 кКал,"11,7 г","5,3 г",0 г
"Морской черт, приготовленный на жару",97 кКал,"18,56 г","1,95 г",0 г
"Морской черт, сырой",76 кКал,"14,48 г","1,52 г",0 г
Муксун,121 кКал,"18,5 г","5,2 г",0 г
"Муксун в томатном соусе, консервы",119 кКал,"13,4 г","5,2 г",5 г
Мясо ластоногих,113 кКал,"24,5 г","1,7 г",0 г
Навага беломорская,91 кКал,"19,2 г","1,6 г",0 г
Навага дальневосточная,69 кКал,"15,1 г","0,9 г",0 г
"Навага жареная, по 1-368",169 кКал,"18,3 г","8,3 г","4,8 г"
"Наггетсы из лосося, панированные, замороженные, разогретые",212 кКал,"12,69 г","11,72 г","13,96 г"
Налим,81 кКал,"18,8 г","0,6 г",0 г
"Налим в томатном соусе, консервы",106 кКал,"14,2 г","3,3 г","5,3 г"
"Налим-ошибень, приготовленный на жару",111 кКал,"24,35 г","0,82 г",0 г
"Налим-ошибень, сырой",87 кКал,"18,99 г","0,64 г",0 г
"Налим, приготовленный на жару",115 кКал,"24,76 г","1,04 г",0 г
"Налим, сырой",90 кКал,"19,31 г","0,81 г",0 г
Нельма,160 кКал,"19,4 г","9,2 г",0 г
"Нельма (белорыбица), сырая, (Аляска)",115 кКал,"22,25 г","2,84 г",0 г
Нерка,157 кКал,"20,3 г","8,4 г",0 г
Нерка,131 кКал,"22,25 г","4,69 г",0 г
Нерка (Аляска),153 кКал,"21,94 г","7,28 г",0 г
Нерка натуральная. Консервы,171 кКал,"19,1 г","10,5 г",0 г
"Нерка, горячего копчения (Аляска)",141 кКал,"24,5 г","4,75 г",0 г
"Нерка, консервированная без костей, (Аляска)",161 кКал,"27,31 г","5,76 г",0 г
"Нерка, консервированная без соли",153 кКал,"20,47 г","7,31 г",0 г
"Нерка, консервированная, всё содержимое",153 кКал,"20,63 г","7,17 г",0 г
"Нерка, консервированная, с костями, содержимое без жидкости",167 кКал,"23,59 г","7,39 г",0 г
"Нерка, консервированная, содержимое без жидкости, без кожи и костей",158 кКал,"26,33 г","5,87 г",0 г
"Нерка, консервированная, холодного копчения, (Аляска)",206 кКал,"35,19 г","7,26 г",0 г
"Нерка, красный лосось, филе с кожей, холодного копчения (Аляска)",345 кКал,"60,62 г","11,43 г",0 г
"Нерка, приготовленная на жару",156 кКал,"26,48 г","5,57 г",0 г
Нотоскопелюс кроуэри,220 кКал,"15,5 г","17,5 г",0 г
Нототения мраморная,148 кКал,"15,7 г","9,5 г",0 г
Окунь горячего копчения,166 кКал,"23,5 г",8 г,0 г
"Окунь жареный, по 1-336",180 кКал,"20,6 г","9,1 г",4 г
"Окунь запеченный, по 1-374",103 кКал,"6,8 г","4,7 г","8,4 г"
Окунь морской (сибас),103 кКал,"18,2 г","3,3 г",0 г
"Окунь морской (сибас) отварной, по 1-338",112 кКал,"19,9 г","3,6 г",0 г
"Окунь морской (сибас) тушеный, по 1-364",120 кКал,"10,9 г","6,6 г","4,2 г"
"Окунь морской атлантический (золотистый, обыкновенный)",79 кКал,"15,31 г","1,54 г",0 г
"Окунь морской атлантический (золотистый, обыкновенный), приготовленный на жару",96 кКал,"18,51 г","1,87 г",0 г
Окунь морской холодного копчения,199 кКал,"26,4 г","10,4 г",0 г
"Окунь морской, все виды",97 кКал,"18,43 г",2 г,0 г
"Окунь морской, приготовленный на жару",124 кКал,"23,63 г","2,56 г",0 г
"Окунь морской, тихоокеанский клювач",90 кКал,"18,36 г","1,34 г",0 г
"Окунь морской, тихоокеанский клювач, приготовленный на жару",109 кКал,"22,23 г","1,62 г",0 г
"Окунь полосатый (полосатый басс, или полосатый лаврак), приготовленный на жару",124 кКал,"22,73 г","2,99 г",0 г
"Окунь полосатый (полосатый басс, или полосатый лаврак), сырой",97 кКал,"17,73 г","2,33 г",0 г
"Окунь пресноводный, все виды, приготовленный на жару",146 кКал,"24,18 г","4,73 г",0 г
"Окунь пресноводный, все виды, сырой",114 кКал,"18,86 г","3,69 г",0 г
"Окунь припущенный, по 1-348",109 кКал,"19,5 г","3,5 г",0 г
Окунь речной,91 кКал,"19,39 г","0,92 г",0 г
Окунь речной,82 кКал,"18,5 г","0,9 г",0 г
"Окунь речной, приготовленный на жару",117 кКал,"24,86 г","1,18 г",0 г
"Окунь фаршированный, по 1-360",130 кКал,"14,9 г","6,1 г","3,9 г"
"Омар северный, приготовленный на пару",89 кКал,19 г,"0,86 г",0 г
"Омар северный, сырой",77 кКал,"16,52 г","0,75 г",0 г
Омуль,152 кКал,"19,2 г","8,3 г",0 г
Осетр в томатном соусе. Консервы,164 кКал,"14,4 г","11,8 г","3,3 г"
"Осетр жареный во фритюре, по 1-372",273 кКал,16 г,"17,4 г","13,2 г"
Осетр каспийский и азово-черноморский,164 кКал,"16,4 г","10,9 г",0 г
Осетр консервированный,163 кКал,"16,4 г","10,6 г",0 г
"Осетр отварной, по 1-344",179 кКал,"17,7 г",12 г,0 г
"Осетр припущенный, по 1-350",179 кКал,"17,8 г","11,9 г",0 г
"Осетр холодного копчения, теша",302 кКал,"17,6 г","25,7 г",0 г
"Осетр, все виды, копченый",173 кКал,"31,2 г","4,4 г",0 г
"Осетр, все виды, приготовленный на жару",135 кКал,"20,7 г","5,18 г",0 г
"Осетр, все виды, сырой",105 кКал,"16,14 г","4,04 г",0 г
"Осетр, сибирский",202 кКал,"15,8 г","15,4 г",0 г
"Осьминог обыкновенный, приготовленный на пару",164 кКал,"29,82 г","2,08 г","4,4 г"
"Осьминог обыкновенный, сырой",82 кКал,"14,91 г","1,04 г","2,2 г"
Ошибень,72 кКал,"16,7 г","0,6 г",0 г
Пагрус,106 кКал,"19,8 г",3 г,0 г
Палтус (Аляска),116 кКал,"20,53 г","2,92 г","1,81 г"
Палтус белокорый,103 кКал,"18,9 г",3 г,0 г
Палтус черный,196 кКал,"12,8 г","16,1 г",0 г
"Палтус, атлантический и тихоокеанский, приготовленный на жару",111 кКал,"22,54 г","1,61 г",0 г
"Палтус, атлантический и тихоокеанский, сырой",91 кКал,"18,56 г","1,33 г",0 г
"Палтус, приготовленный (Аляска)",113 кКал,"22,13 г","2,73 г",0 г
"Палтус, черный, приготовленный на жару",239 кКал,"18,42 г","17,74 г",0 г
"Палтус, черный, сырой",186 кКал,"14,37 г","13,84 г",0 г
"Паста ""Океан""",92 кКал,"13,6 г","4,2 г",0 г
Пеламида,217 кКал,"22,4 г","14,2 г",0 г
"Песчанка радужная (корюшка американская), приготовленная на жару",124 кКал,"22,6 г","3,1 г",0 г
"Песчанка радужная (корюшка американская), сырая",97 кКал,"17,63 г","2,42 г",0 г
"Печень белуги, сырая, (Аляска)",117 кКал,"18,4 г","3,9 г",2 г
Печень зубастого терпуга (Аляска),424 кКал,"5,6 г",42 г,6 г
