Продукт,Калорийность,Белки,Жиры,Углеводы
"Говядина отборная, мякоть верхней части бедра, постное мясо, жареная",166 кКал,"30,24 г","4,11 г",0 г
"Говядина отборная, мякоть верхней части бедра, постное мясо, печеная",228 кКал,"33,93 г","8,33 г","2,03 г"
"Говядина отборная, мякоть верхней части бедра, постное мясо, тушеная",207 кКал,"36,12 г","5,8 г",0 г
"Говядина отборная, мякоть верхней части плеча, стейк,  мясо с жиром убранным до уровня 0"", обжаренная на гриле",184 кКал,"26,07 г","8,11 г",0 г
"Говядина отборная, мякоть верхней части плеча, стейк,  мясо с жиром убранным до уровня 0"", сырая",143 кКал,"20,39 г","6,12 г",0 г
"Говядина отборная, мякоть нижней внешней части бедра, стейк, мясо с жиром убранным до уровня0"", обжаренная на гриле",191 кКал,"27,22 г","8,3 г",0 г
"Говядина отборная, мякоть нижней внешней части, стек, бедра, мясо с жиром убранным до уровня0"", сырая",150 кКал,"21,24 г","6,59 г",0 г
"Говядина отборная, мякоть нижней части бедра, мясо с жиром убранным до уровня 0"", обжаренная",199 кКал,"26,76 г","9,37 г",0 г
"Говядина отборная, мякоть нижней части бедра, мясо с жиром убранным до уровня 0"", тушеная",230 кКал,"32,73 г",10 г,0 г
"Говядина отборная, мякоть нижней части бедра, постное мясо, обжаренная",185 кКал,"27,23 г","7,63 г",0 г
"Говядина отборная, мякоть нижней части бедра, постное мясо, тушеная",223 кКал,"33,08 г","9,03 г",0 г
"Говядина отборная, мякоть нижней части бедра, постоное мясо, обжаренная",179 кКал,"27,56 г","6,77 г",0 г
"Говядина отборная, мякоть нижней части бедра, постоное мясо, сырая",140 кКал,"22,22 г","4,96 г",0 г
"Говядина отборная, мякоть нижней части бедра, постоное мясо, тушеная",228 кКал,"34,22 г","9,02 г",0 г
"Говядина отборная, мякоть шейной части, мясо с жиром убранным до уровня 0"", обжаренная",216 кКал,"24,61 г","12,26 г",0 г
"Говядина отборная, мякоть шейной части, постное мясо, обжаренная",171 кКал,"25,95 г","6,69 г",0 г
"Говядина отборная, мякоть шейной части, стейк,  постное мясо, тушеная",178 кКал,"28,54 г","6,25 г",0 г
"Говядина отборная, мякоть шейной части, стейк, мясо с жиром убранным до уровня 0"",тушеная",186 кКал,"28,22 г","7,25 г",0 г
"Говядина отборная, огузок, мясо с жиром убранным до уровня 0"", обжаренная, мясо с жиром убранным до уровня 0"", обжаренная",196 кКал,"27,01 г","8,9 г",0 г
"Говядина отборная, огузок, мясо с жиром убранным до уровня 0"", сырая",156 кКал,"20,16 г","7,73 г",0 г
"Говядина отборная, огузок, мясо с жиром убранным до уровня 1/8"", обжаренная",228 кКал,"27,27 г","12,34 г",0 г
"Говядина отборная, огузок, мясо с жиром убранным до уровня 1/8"", сырая",199 кКал,"19,48 г","12,83 г",0 г
"Говядина отборная, огузок, постное мясо, обжаренная",176 кКал,"27,68 г","6,42 г",0 г
"Говядина отборная, огузок, постное мясо, сырая",130 кКал,"20,76 г","4,55 г",0 г
"Говядина отборная, оковалок,  мясо с жиром убранным до уровня 0"", жареная",219 кКал,"29,02 г","10,54 г",0 г
"Говядина отборная, оковалок,  мясо с жиром убранным до уровня 1/8"", жареная",257 кКал,"26,8 г","15,75 г",0 г
"Говядина отборная, оковалок,  мясо с жиром убранным до уровня 1/8"", печеная",313 кКал,"28,77 г","21,06 г",0 г
"Говядина отборная, оковалок,  мясо с жиром убранным до уровня 1/8"", сырая",214 кКал,"19,92 г","14,28 г",0 г
"Говядина отборная, оковалок, постное мясо, жареная",187 кКал,"29,51 г","6,72 г",0 г
"Говядина отборная, оковалок, постное мясо, жареная",188 кКал,"30,29 г","6,55 г",0 г
"Говядина отборная, оковалок, постное мясо, сырая",135 кКал,"21,91 г","4,62 г",0 г
"Говядина отборная, плечевая мякоть, мясо с жиром убранным до уровня 1/8"" , сырая",249 кКал,"19,14 г","18,57 г",0 г
"Говядина отборная, плечевая мякоть, мясо с жиром убранным до уровня 1/8"" , тушеная",309 кКал,"30,2 г","19,93 г",0 г
"Говядина отборная, плечевая мякоть, постное мясо,тушеная",212 кКал,"33,36 г","7,67 г",0 г
"Говядина отборная, плечевая мякоть, филе-миньон, мясо с жиром убранным до уровня 0"", обжаренная на гриле",181 кКал,"26,07 г","7,68 г",0 г
"Говядина отборная, плечевая мякоть, филе-миньон, мясо с жиром убранным до уровня 0"", сырая",145 кКал,"20,51 г","6,36 г",0 г
"Говядина отборная, плоская часть грудинки,  мясо с жиром убранным до уровня 1/8"", сырая",278 кКал,"18,12 г","22,15 г","0,12 г"
"Говядина отборная, плоская часть грудинки, мясо с жиром убранным до уровня 1/8"", тушеная",298 кКал,"28,66 г","19,47 г",0 г
"Говядина отборная, плоская часть грудинки, посное мясо, сырая",129 кКал,"21,69 г","4,06 г",0 г
"Говядина отборная, плоская часть грудинки, посное мясо, тушеная",203 кКал,"33,13 г","6,79 г",0 г
"Говядина отборная, разделанная, нарезаная кусками, мясо постное, приготовленная",206 кКал,"29,51 г","8,87 г",0 г
"Говядина отборная, разделанная, нарезаная кусками, мясо с жиром убранным до уровня 0"", приготовленная",233 кКал,"28,17 г","12,53 г",0 г
"Говядина отборная, разделанная, нарезаная кусками, мясо с жиром убранным до уровня1/8"", приготовленная",268 кКал,"25,85 г","17,68 г",0 г
"Говядина отборная, разделанная, нарезаная кусками, мясо с жиром убранным до уровня1/8"", сырая",224 кКал,"19,79 г","15,42 г",0 г
"Говядина отборная, ребера, толстый край (ребра 6-9),  мясо с жиром убранным до уровня 0"", обжаренная",372 кКал,"22,8 г","30,49 г",0 г
"Говядина отборная, ребера, толстый край (ребра 6-9),  постное мясо , обжаренная",253 кКал,"27,53 г",15 г,0 г
"Говядина отборная, ребера, тонкий край (ребра 10-12), мясо с жиром убранным до уровня 0"", жареная",312 кКал,"24,73 г","22,84 г",0 г
"Говядина отборная, ребера, тонкий край (ребра 10-12), постное мясо, жареная",225 кКал,"28,04 г","11,7 г",0 г
"Говядина отборная, ребра, толстый и тонкий края (ребра 6-12), мясо с жиром убранным до уровня1/8"", жареная",352 кКал,"22,26 г","28,5 г",0 г
"Говядина отборная, ребра, толстый и тонкий края (ребра 6-12), мясо с жиром убранным до уровня1/8"", обжаренная",365 кКал,"22,6 г","29,79 г",0 г
"Говядина отборная, ребра, толстый и тонкий края (ребра 6-12), мясо с жиром убранным до уровня1/8"", сырая",322 кКал,"16,34 г","27,93 г",0 г
"Говядина отборная, ребра, толстый край (ребра 6-9), мясо с жиром убранным до уровня1/8"", жареная",370 кКал,"20,86 г","31,18 г",0 г
"Говядина отборная, ребра, толстый край (ребра 6-9), мясо с жиром убранным до уровня1/8"", обжаренная",378 кКал,"22,5 г","31,28 г",0 г
"Говядина отборная, ребра, толстый край (ребра 6-9), мясо с жиром убранным до уровня1/8"", сырая",333 кКал,"16,03 г","29,34 г",0 г
"Говядина отборная, ребра, тонкий край (ребра 10-12), мясо с жиром убранным до уровня1/8"", жареная",304 кКал,"24,53 г","22,09 г",0 г
"Говядина отборная, ребра, тонкий край (ребра 10-12), мясо с жиром убранным до уровня1/8"", обжаренная",359 кКал,"22,28 г","29,21 г",0 г
"Говядина отборная, ребра, тонкий край (ребра 10-12), мясо с жиром убранным до уровня1/8"", сырая",263 кКал,"19,09 г","20,13 г",0 г
"Говядина отборная, средняя часть кострца, стейк, мясо с жиром убранным до уровня 0"", обжаренная на гриле",188 кКал,"26,88 г","8,13 г",0 г
"Говядина отборная, средняя часть кострца, стейк, мясо с жиром убранным до уровня 0"", сырая",150 кКал,"20,74 г","6,85 г",0 г
"Говядина отборная, стейк из плечевой мякоти, постное мясо, жареная",161 кКал,"25,73 г","5,72 г",0 г
"Говядина отборная, стейк из плечевой мякоти, постное мясо, жаренная",161 кКал,"25,74 г","5,69 г",0 г
"Говядина отборная, стейк-портерхаус,  мясо с жиром убранным до уровня 0"", жареная",283 кКал,"23,61 г","20,15 г",0 г
"Говядина отборная, стейк-портерхаус, постное мясо, жареная",224 кКал,"25,51 г","12,8 г",0 г
"Говядина отборная, цельное бедро, мясо с жиром убранным до уровня1/8"", жареная",235 кКал,"27,54 г","12,98 г",0 г
"Говядина отборная, цельное бедро, мясо с жиром убранным до уровня1/8"", сырая",195 кКал,"20,56 г","11,92 г",0 г
"Говядина отборная, щуп, мясо с жиром убранным до уровня 0"", обжаренная",171 кКал,"29,79 г","4,83 г",0 г
"Говядина отборная, щуп, мясо с жиром убранным до уровня 1/8"", обжаренная",212 кКал,"28,48 г","10,05 г",0 г
"Говядина отборная, щуп, мясо с жиром убранным до уровня 1/8"", сырая",173 кКал,"21,68 г","8,91 г",0 г
"Говядина отборная, щуп, постное мясо, обжаренная",166 кКал,"29,94 г","4,26 г",0 г
"Говядина отборная,стейк-портерхаус, мясо с жиром убранным до уровня 1/8"", жареная",284 кКал,"24,85 г","19,78 г",0 г
"Говядина отборная,стейк-портерхаус, мясо с жиром убранным до уровня 1/8"", сырая",218 кКал,"20,36 г","14,58 г",0 г
"Говядина отборной категории, плоская часть грудинки, мясо с жиром убранным до уровня 1/8"", тушеная",280 кКал,"28,97 г","17,37 г",0 г
"Говядина отборной категории, плоская чатсь грудинки,  мясо с жиром убранным до уровня 0"", тушеное",221 кКал,"32,21 г","9,24 г",0 г
"Говядина отборной категории, плоская чатсь грудинки, мясо постоное, тошеное",212 кКал,"32,62 г","8,07 г",0 г
"Говядина отборной категории, ребра, рёберный край грудинки, мясо постное,  тушеное",295 кКал,"30,76 г","18,13 г",0 г
"Говядина отборной категории, ребра, рёберный край грудинки, мясо постное, сырое",175 кКал,"19,05 г","10,19 г","0,4 г"
"Говядина отборной категории, ребра, рёберный край грудинки, мясо с жиром,  сырое",390 кКал,"14,4 г","36,23 г","0,4 г"
"Говядина отборной категории, ребра, рёберный край грудинки, мясо с жиром, тушеное",471 кКал,"21,57 г","41,98 г",0 г
"Говядина отборной категории, тушка, мясо вместе с жиром, сырая",291 кКал,"17,32 г","24,05 г",0 г
"Говядина отборной категории, тушка, мясо вместе с жиром, сырая",278 кКал,"17,48 г","22,55 г",0 г
"Говядина отборной категории, часть спины с ребер, тонкий край (ребра 10-12),  мясо постное, жареное",205 кКал,"28,88 г","9,01 г",0 г
"Говядина отборной категории, часть спины с ребер, тонкий край (ребра 10-12), мясо постное, сырое",161 кКал,"20,13 г","8,3 г",0 г
"Говядина отварная в собственном соку, консервы",214 кКал,"15,4 г","16,9 г",0 г
"Говядина отварная, по 1-392",254 кКал,"25,8 г","16,8 г",0 г
"Говядина сортовая категорий, огузок, мясо с жиром убранным до уровня 0"", обжаренная",181 кКал,"26,57 г","7,53 г",0 г
"Говядина сортовая,  t-bone стейк,  мясо с жиром убранным до уровня 1/8"", жареная",281 кКал,"25,18 г","19,22 г",0 г
"Говядина сортовая,  t-bone стейк,  мясо с жиром убранным до уровня 1/8"", сырая",215 кКал,"20,28 г","14,19 г",0 г
"Говядина сортовая,  t-bone стейк,  постное мясо, жареная",177 кКал,26 г,"7,36 г",0 г
"Говядина сортовая,  t-bone стейк, мясо с жиром убранным до уровня 0"", жареная",230 кКал,"24,38 г",14 г,0 г
"Говядина сортовая,  мякоть нижней части бедра, мясо с жиром убранным до уровня1/8"", сырая",187 кКал,"20,68 г","10,93 г",0 г
"Говядина сортовая,  мякоть нижней части бедра, мясо с жиром убранным до уровня1/8"", сырая обжпренная",212 кКал,"26,77 г","10,85 г",0 г
"Говядина сортовая,  мякоть нижней части бедра, мясо с жиром убранным до уровня1/8"", тушеная",240 кКал,"32,67 г","11,19 г",0 г
"Говядина сортовая,  мякоть нижней части бедра, постоное мясо, обжаренная",164 кКал,"28,45 г","4,67 г",0 г
"Говядина сортовая,  мякоть нижней части бедра, постоное мясо, тушеная",205 кКал,"34,46 г","6,43 г",0 г
"Говядина сортовая,  оковалок, постное мясо, сырая",127 кКал,"22,27 г","3,54 г",0 г
"Говядина сортовая, бочок,  мясо с жиром убранным до уровня 0"", сырая",145 кКал,"21,22 г","6,06 г",0 г
"Говядина сортовая, бочок, мясо с жиром убранным до уровня 0"", жаренная",183 кКал,"27,78 г","7,15 г",0 г
"Говядина сортовая, бочок, постное мясо, жареная",178 кКал,"27,96 г","6,48 г",0 г
"Говядина сортовая, бочок, постное мясо, сырая",137 кКал,"21,43 г",5 г,0 г
"Говядина сортовая, верхняя часть кострца, стейк, мясо с жиром убранным до уровня 0"", обжаренная на гриле",160 кКал,"29,24 г","3,91 г",0 г
"Говядина сортовая, верхняя часть кострца, стейк, мясо с жиром убранным до уровня 0"", сырая",123 кКал,"21,96 г","3,24 г",0 г
"Говядина сортовая, верхняя часть лопатки,  мясо с жиром убранным до уровня 0"", жаренная",184 кКал,"26,16 г",8 г,0 г
"Говядина сортовая, верхняя часть лопатки, мясо с жиром убранным до уровня 0"", жареная",200 кКал,"25,67 г","9,99 г",0 г
"Говядина сортовая, верхняя часть лопатки, стейк,  мясо с жиром убранным до уровня 0"", обжаренная на гриле",212 кКал,"25,29 г","11,52 г",0 г
"Говядина сортовая, верхняя часть лопатки, стейк,  мясо с жиром убранным до уровня 0"", сырая",166 кКал,"19,38 г","9,22 г",0 г
"Говядина сортовая, вырезка, мясо с жиром убранным до уровня 0"", жареная",202 кКал,"30,93 г","7,7 г",0 г
"Говядина сортовая, вырезка, мясо с жиром убранным до уровня 1/8"", жареная",262 кКал,"26,48 г","16,53 г",0 г
"Говядина сортовая, вырезка, мясо с жиром убранным до уровня 1/8"", обжаренная",316 кКал,"23,9 г","23,7 г",0 г
"Говядина сортовая, вырезка, мясо с жиром убранным до уровня 1/8"", сырая",249 кКал,"19,37 г","18,46 г",0 г
"Говядина сортовая, вырезка, постное мясо, жареная",194 кКал,"29,07 г","7,76 г",0 г
"Говядина сортовая, вырезка, постное мясо, жареная",198 кКал,"31,09 г","7,25 г",0 г
"Говядина сортовая, вырезка, постное мясо, сырая",148 кКал,"22,06 г","5,93 г",0 г
"Говядина сортовая, короткий филей, мясо с жиром убранным до уровня 0"", жареная",207 кКал,"29,16 г","9,12 г",0 г
"Говядина сортовая, короткий филей, мясо с жиром убранным до уровня 1/8"", жареная",250 кКал,"26,72 г","15,11 г",0 г
"Говядина сортовая, короткий филей, мясо с жиром убранным до уровня 1/8"", сырая",224 кКал,"20,59 г","15,04 г",0 г
"Говядина сортовая, короткий филей, постное мясо, жареная",189 кКал,"29,99 г","6,74 г",0 г
"Говядина сортовая, короткий филей,постное мясо, жареная",170 кКал,"29,34 г","4,96 г",0 г
"Говядина сортовая, короткий филей,постное мясо, жареная",177 кКал,"29,44 г","5,73 г",0 г
"Говядина сортовая, короткий филей,постное мясо, жареная",201 кКал,"29,16 г","8,45 г",0 г
"Говядина сортовая, короткий филей,постное мясо, сырая",133 кКал,"23,07 г","3,88 г",0 г
"Говядина сортовая, кострец,  мясо с жиром убранным до уровня 0"", жареная",201 кКал,"26,44 г","9,78 г",0 г
"Говядина сортовая, кострец,  мясо с жиром убранным до уровня 0"", сырая",157 кКал,"20,64 г","7,68 г",0 г
"Говядина сортовая, кострец, постное мясо, обжаренная",179 кКал,"27,17 г","6,95 г",0 г
"Говядина сортовая, кострец, постное мясо,сырая",129 кКал,"21,34 г","4,21 г",0 г
"Говядина сортовая, лопаточная мякоть, мясо с жиром убранным до уровня 0"",тушеная",288 кКал,"27,17 г","19,02 г",0 г
"Говядина сортовая, лопаточная мякоть, мясо с жиром убранным до уровня1/8"", сырая",230 кКал,"17,37 г","17,33 г",0 г
"Говядина сортовая, лопаточная мякоть, мясо с жиром убранным до уровня1/8"", тушеная",318 кКал,"27,33 г","22,35 г",0 г
"Говядина сортовая, лопаточная мякоть, постное мясо,тушеная",216 кКал,"30,68 г","9,44 г",0 г
"Говядина сортовая, мякоть верхней части бедра, мясо с жиром убранным до уровня 0"", жареная",162 кКал,"29,7 г","3,85 г",0 г
"Говядина сортовая, мякоть верхней части бедра, мясо с жиром убранным до уровня 0"", тушеная",200 кКал,"35,62 г","5,33 г",0 г
"Говядина сортовая, мякоть верхней части бедра, мясо с жиром убранным до уровня 1/8"", жареная",201 кКал,"30,63 г","7,73 г",0 г
"Говядина сортовая, мякоть верхней части бедра, мясо с жиром убранным до уровня 1/8"", сырая",164 кКал,"22,18 г","7,68 г",0 г
"Говядина сортовая, мякоть верхней части бедра, мясо с жиром убранным до уровня 1/8"", тушеная",225 кКал,"34,6 г","8,54 г",0 г
"Говядина сортовая, мякоть верхней части бедра, постное мясо, жареная",158 кКал,"29,81 г","3,37 г",0 г
"Говядина сортовая, мякоть верхней части бедра, постное мясо, жареная",177 кКал,"31,61 г","4,65 г",0 г
"Говядина сортовая, мякоть верхней части бедра, постное мясо, сырая",129 кКал,"23,13 г","3,37 г",0 г
"Говядина сортовая, мякоть верхней части бедра, тушеное мясо, тушеная",190 кКал,"36,12 г",4 г,0 г
