Продукт,Калорийность,Белки,Жиры,Углеводы
Кунжутная крупка,567 кКал,"16,96 г",48 г,"26,04 г"
"Кунжутная мука, необезжиренная",526 кКал,"30,78 г","37,1 г","26,62 г"
"Кунжутная мука, обезжиренная",333 кКал,"50,14 г","1,75 г","35,51 г"
"Кунжутная мука, полуобезжиренная",382 кКал,"40,32 г","11,89 г","35,14 г"
"Кунжутная паста (тахинная паста, тхина)",586 кКал,"18,08 г","50,87 г","18,55 г"
Лещина (лесной орех),653 кКал,13 г,"62,6 г","9,3 г"
"Мак, семена",525 кКал,"17,99 г","41,56 г","8,63 г"
"Мак, семя",556 кКал,"17,5 г","47,5 г","14,5 г"
"Макадамия, орех",718 кКал,"7,91 г","75,77 г","5,22 г"
"Макадамия, орех жареный",718 кКал,"7,79 г","76,08 г","5,38 г"
"Макадамия, орех жареный, с солью",716 кКал,"7,79 г","76,08 г","4,83 г"
Миндаль,579 кКал,"21,15 г","49,93 г","9,05 г"
Миндаль,609 кКал,"18,6 г","53,7 г",13 г
Миндаль бланшированный,590 кКал,"21,4 г","52,52 г","8,77 г"
Миндаль жареный,642 кКал,"22,4 г","55,9 г","12,3 г"
"Миндаль, жареный в масле без соли",607 кКал,"21,23 г","55,17 г","7,18 г"
"Миндаль, жареный в масле с солью",607 кКал,"21,23 г","55,17 г","7,18 г"
"Миндаль, жареный в масле с солью, с копчёным ароматом",607 кКал,"21,43 г","55,89 г","7,16 г"
"Миндаль, жареный в масле слабосолёный",607 кКал,"21,23 г","55,17 г","7,18 г"
"Миндаль, обжареный в меде, небланшированный",594 кКал,"18,17 г","49,9 г","14,2 г"
"Миндаль, сухая обжарка, без соли",598 кКал,"20,96 г","52,54 г","10,11 г"
"Миндаль, сухая обжарка, с солью",598 кКал,"20,96 г","52,54 г","10,11 г"
Миндальная паста,458 кКал,9 г,"27,74 г","43,01 г"
"Миндальный спред, без соли",614 кКал,"20,96 г","55,5 г","8,52 г"
"Миндальный спред, с добавлением соли",614 кКал,"20,96 г","55,5 г","8,52 г"
"Мука подсолнечная, обезжиренная",326 кКал,"48,06 г","1,61 г","30,63 г"
"Орех гикори (кария пекан), сушеный",657 кКал,"12,72 г","64,37 г","11,85 г"
"Орех гинкго, консервированный",111 кКал,"2,29 г","1,62 г","12,8 г"
"Орех гинкго, сушеный",348 кКал,"10,35 г",2 г,"72,45 г"
"Орех гинкго, сырой",182 кКал,"4,32 г","1,68 г","37,6 г"
"Орех калифорнийский, сушеный",612 кКал,"24,9 г","56,98 г","7,35 г"
"Орехи, смесь без арахиса, жареные в масле без соли",615 кКал,"15,52 г","56,17 г","16,77 г"
"Орехи, смесь без арахиса, жареные в масле, с солью",615 кКал,"15,52 г","56,17 г","16,77 г"
"Орехи, смесь без арахиса, жареные в масле, слабосолёные",607 кКал,"17,86 г",50 г,"17,9 г"
"Орехи, смесь с арахисом, жареные в масле без соли",607 кКал,"20,04 г","53,95 г","14,05 г"
"Орехи, смесь с арахисом, жареные в масле с солью",607 кКал,"20,04 г","53,95 г","14,05 г"
"Орехи, смесь с арахисом, сухая обжарка, без соли",607 кКал,"19,5 г","53,5 г","16,02 г"
"Орехи, смесь с арахисом, сухая обжарка, с солью",594 кКал,"17,3 г","51,45 г","16,35 г"
Пальмовое ядро,0 кКал,"8,4 г","49,6 г",0 г
"Паста из кешью, без соли",587 кКал,"17,56 г","49,41 г","25,57 г"
"Паста из кешью, с солью",609 кКал,"12,12 г","53,03 г","27,3 г"
Паста из семян подсолнечника,617 кКал,"17,28 г","55,2 г","17,62 г"
"Паста из семян подсолнечника, с солью",617 кКал,"17,28 г","55,2 г","17,62 г"
"Пекан, орех",691 кКал,"9,17 г","71,97 г","4,26 г"
"Пекан, орех жареный без масла, без соли",710 кКал,"9,5 г","74,27 г","4,15 г"
"Пекан, орех жареный без масла, с солью",710 кКал,"9,5 г","74,27 г","4,15 г"
"Пекан, орех жареный в масле, без соли",715 кКал,"9,2 г","75,23 г","3,51 г"
"Пекан, орех жареный в масле, с солью",715 кКал,"9,2 г","75,23 г","3,51 г"
Персик (семя костянки),0 кКал,0 г,43 г,0 г
"Пили, орех сушеный",719 кКал,"10,8 г","79,55 г","3,98 г"
"Подсолнечник, семечки",601 кКал,"20,7 г","52,9 г","10,5 г"
"Подсолнечник, семечки, жареные в масле без добавления соли",592 кКал,"20,06 г","51,3 г","12,29 г"
"Подсолнечник, семечки, жареные в масле, с добавлением соли",592 кКал,"20,06 г","51,3 г","12,29 г"
"Подсолнечник, семечки, поджареные, без соли",619 кКал,"17,21 г","56,8 г","9,09 г"
"Подсолнечник, семечки, сухая обжарка, без соли",582 кКал,"19,33 г","49,8 г","12,97 г"
"Подсолнечник, семечки, сухая обжарка, с солью",582 кКал,"19,33 г","49,8 г","15,07 г"
"Подсолнечник, семечки, сушеные",584 кКал,"20,78 г","51,46 г","11,4 г"
"Подсолнечник, семечки, сушеные, солёные",619 кКал,"17,21 г","56,8 г","9,09 г"
"Рапс, семя",544 кКал,"30,8 г","37,6 г","7,2 г"
"Сафлоровая крупка, частично обезжиренная",342 кКал,"35,62 г","2,39 г","48,73 г"
"Сафлоровое семя, сушеное",517 кКал,"16,18 г","38,45 г","34,29 г"
"Семена бросимума напиткового, сушеные",367 кКал,"8,62 г","1,68 г","64,49 г"
"Семена бросимума напиткового, сырые",217 кКал,"5,97 г","0,99 г","46,28 г"
"Семена гулявника прямого целиком, сушеные",318 кКал,"12,14 г","4,6 г","58,26 г"
"Семена лотоса, сушеные",332 кКал,"15,41 г","1,97 г","64,47 г"
"Семена лотоса, сырые",89 кКал,"4,13 г","0,53 г","17,28 г"
Семена льна,534 кКал,"18,29 г","42,16 г","1,58 г"
"Семена хлебного дерева, вареные",168 кКал,"5,3 г","2,3 г","27,2 г"
"Семена хлебного дерева, жареные",207 кКал,"6,2 г","2,7 г","34,1 г"
"Семена хлебного дерева, сырые",191 кКал,"7,4 г","5,59 г","24,04 г"
"Семена чиа, сушеные",486 кКал,"16,54 г","30,74 г","7,72 г"
"Слива, семя костянки","394,3 кКал","28,5 г","40,2 г",0 г
"Тыквенные семечки, жареные без соли",574 кКал,"29,84 г","49,05 г","8,21 г"
"Тыквенные семечки, жареные с солью",574 кКал,"29,84 г","49,05 г","8,21 г"
"Тыквенные семечки, неочищенные, обжаренные без соли",446 кКал,"18,55 г","19,4 г","35,35 г"
"Тыквенные семечки, неочищенные, обжаренные с солью",446 кКал,"18,55 г","19,4 г","35,35 г"
"Тыквенные семечки, сушеные",559 кКал,"30,23 г","49,05 г","4,71 г"
"Фисташки несолёные, сухая обжарка",572 кКал,"21,05 г","45,82 г","17,98 г"
"Фисташки солёные, сухая обжарка",569 кКал,"21,05 г","45,82 г","17,25 г"
"Фисташки, сырые",560 кКал,"20,16 г","45,32 г","16,57 г"
Фундук,628 кКал,"14,95 г","60,75 г",7 г
Фундук,651 кКал,15 г,"61,5 г","9,4 г"
Фундук жареный,703 кКал,"17,8 г","66,1 г","9,4 г"
"Фундук, бланшированный",629 кКал,"13,7 г","61,15 г",6 г
"Фундук, сухая обжарка, без соли",646 кКал,"15,03 г","62,4 г","8,2 г"
"Хлопчатник, крупка, частично обезжиренная (без госсипола)",367 кКал,"49,1 г","4,77 г","38,43 г"
"Хлопчатник, мука, обезжиренная (без госсипола)",332 кКал,"49,83 г","1,41 г","36,1 г"
"Хлопчатник, мука, частично обезжиренная (без госсипола)",359 кКал,"40,96 г","6,2 г","37,54 г"
"Хлопчатник, семена, жареные (без госсипола)",506 кКал,"32,59 г","36,29 г","16,4 г"
"Хлопчатник, семя",499 кКал,"34,5 г","36,5 г","8,1 г"
