Продукт,Калорийность,Белки,Жиры,Углеводы
Напиток из айвы со сливками,"37,7 кКал","0,2 г","0,9 г","7,8 г"
Напиток из айвы со сметаной,"32,7 кКал","0,3 г","2,3 г",3 г
Напиток из боярышника,30 кКал,0 г,0 г,8 г
Напиток из боярышника с овсяным отваром,"42,4 кКал","0,8 г","0,5 г","9,3 г"
Напиток из брусники,"79,6 кКал","0,3 г","0,2 г","20,5 г"
Напиток из варенья,"19,4 кКал",0 г,0 г,"5,2 г"
Напиток из вишни с изюмом,"46,1 кКал","0,7 г","0,5 г","10,4 г"
Напиток из кураги,"47,4 кКал","0,4 г","0,02 г","12,1 г"
Напиток из сиропа,0 кКал,0 г,0 г,0 г
Напиток из тыквы,"39,7 кКал","0,2 г","0,02 г","10,3 г"
Напиток клюквенный,"40,3 кКал","0,05 г","0,02 г","10,6 г"
Напиток Рябинушка,"41,1 кКал","0,4 г","0,05 г","10,4 г"
Напиток яблочный,"42,1 кКал","0,05 г","0,05 г","11,1 г"
Напиток яблочный с медом,"70,7 кКал","0,3 г","0,1 г","18,3 г"
Настой барбарисовый,"178,7 кКал",0 г,0 г,"47,7 г"
Ногайский чай (карачаево-черкесский национальный напиток),"105,4 кКал","2,6 г","9,2 г","3,3 г"
Отвар из шиповника,"18,8 кКал","0,3 г","0,1 г","4,4 г"
Пинемень куслят (кисель овсяный - мордовское национальное блюдо),"54,9 кКал","1,6 г","0,8 г","11,1 г"
Сбитень,"58,1 кКал","0,2 г","0,7 г","13,5 г"
Сбитень по Новониколаевски,"68,7 кКал","0,1 г","0,009 г","18,2 г"
Студенческий напиток,"13,9 кКал","1,2 г","0,03 г","2,3 г"
Тыквенный кисель,"101,5 кКал","1,9 г",5 г,13 г
Хлебный квас,27 кКал,"0,2 г",0 г,"5,2 г"
Чай брусничный,"26,4 кКал","0,02 г","0,02 г",7 г
Чай из душицы,"27,1 кКал","0,01 г",0 г,"7,2 г"
Чай рябиновый,"9,2 кКал","0,3 г","0,05 г",2 г
Чай с лимоном,"41,1 кКал","0,2 г","0,05 г","10,6 г"
Чай с молоком или сливками,"52,9 кКал","0,9 г","0,8 г","11,3 г"
"Чай с сахаром, вареньем, джемом, медом, повидлом","41,7 кКал","0,2 г","0,05 г","10,8 г"
Чай с яблоками,"17,2 кКал","0,3 г","0,2 г","3,7 г"
Чай фруктовый с абрикосами,"169,8 кКал","4,7 г","0,4 г","39,4 г"
Черника с молоком,60 кКал,"2,2 г","2,3 г","8,2 г"
Яблочный пунш,75 кКал,"0,3 г","0,3 г","19,1 г"
Ягодная наливка,"124,1 кКал","0,6 г","0,4 г","31,6 г"
