Продукт,Калорийность,Белки,Жиры,Углеводы
Арахис в Кунжуте [Ашан],480 кКал,14 г,28 г,52 г
Арахис в Молочном Шоколаде [Ашан],488 кКал,"8,3 г","23,2 г","64,5 г"
Арахис в Сахаре [Ашан],460 кКал,"7,5 г",15 г,75 г
Арахис в Сырной Корочке [Ашан],498 кКал,13 г,"32,8 г","37,7 г"
Арахис в Хрустящей Корочке Васаби [Ашан],498 кКал,13 г,"32,8 г","37,7 г"
Арахис Жареный Солёный [Ашан],640 кКал,25 г,52 г,17 г
Арахис Необжаренный Несоленый [Ашан],561 кКал,"27,9 г","47,9 г","4,5 г"
Арахис с Васаби [Ашан],225 кКал,16 г,31 г,39 г
Арахис Соленый Жареный [Ашан],640 кКал,25 г,52 г,17 г
Арахис Сырой Очищенный [Ашан],550 кКал,26 г,45 г,"8,5 г"
Ассорти из Морепродуктов [Ашан],54 кКал,"8,6 г","1,4 г","1,6 г"
Ассорти из Морепродуктов с/М [Ашан],69 кКал,"7,9 г","0,9 г","7,4 г"
Ассорти из Тропических Фруктов [Ашан],60 кКал,0 г,0 г,14 г
Ассорти Куриное [Ашан],197 кКал,"14,2 г","10,3 г","11,6 г"
Багет 8 Злаков [Ашан],253 кКал,13 г,5 г,39 г
Багет Ароматный с Солодом и Кориандром [Ашан],229 кКал,"6,1 г","1,1 г",43 г
Багет Гурман [Ашан],240 кКал,8 г,1 г,48 г
Багет Гурман Фитнес [Ашан],200 кКал,6 г,1 г,41 г
Багет Здоровье [Ашан],200 кКал,6 г,1 г,41 г
Багет Луковый [Ашан],245 кКал,7 г,1 г,50 г
Багет Мексиканский [Ашан],253 кКал,"8,2 г","1,2 г","51,3 г"
Багет Парижский [Ашан],267 кКал,"8,2 г","0,9 г","54,9 г"
Багет Пряный Аромат [Ашан],231 кКал,"8,3 г","0,9 г","46,5 г"
Багет Пшенично-Ржаной [Ашан],283 кКал,"9,5 г","4,9 г","49,3 г"
Багет Пшеничный с Кунжутом [Ашан],267 кКал,"8,2 г","0,9 г","54,9 г"
Багет Пшеничный с Луком [Ашан],267 кКал,"8,2 г","0,9 г","54,9 г"
Багет Ржано-Пшеничный [Ашан],212 кКал,"6,6 г","1,4 г","39,1 г"
Багет с Курицей [Ашан],215 кКал,23 г,11 г,42 г
Багет с Луком [Ашан],225 кКал,"8,3 г","1,3 г","48,1 г"
Багет с Отрубями [Ашан],254 кКал,"8,8 г","4,2 г","49,8 г"
Багет с Травами [Ашан],300 кКал,"6,5 г","10,4 г","45,1 г"
Багет с Чесноком [Ашан],303 кКал,"6,7 г",11 г,45 г
Багет со Злаками и Чесноком [Ашан],300 кКал,"6,5 г","10,4 г","45,1 г"
Багет Традиционный [Ашан],314 кКал,"9,6 г","1,8 г","68,6 г"
Багет Французский [Ашан],255 кКал,"8,1 г",1 г,"53,3 г"
Багет Французский с Чесночным Маслом [Ашан],321 кКал,7 г,13 г,"43,7 г"
Багет Чико [Ашан],328 кКал,7 г,"12,7 г","46,4 г"
Багет Шпинатный [Ашан],80 кКал,1 г,2 г,14 г
Баклажаны По-Гречески [Ашан],45 кКал,"1,1 г",1 г,"7,8 г"
Баклажаны по-Итальянски [Ашан],65 кКал,1 г,3 г,9 г
Баклажаны по-Корейски [Ашан],96 кКал,"1,3 г","7,1 г","6,7 г"
Баклажаны с Паприкой [Ашан],96 кКал,"1,2 г",7 г,"7,6 г"
Балык Свиной [Ашан],158 кКал,17 г,10 г,0 г
Бальзамический Уксус [Ашан],122 кКал,"0,8 г","0,1 г","29,2 г"
Банан [Ашан],96 кКал,"1,5 г","0,5 г",21 г
Банановые Чипсы [Ашан],339 кКал,"4,7 г",31 г,"53,6 г"
Баранина Тазобедренная Часть [Ашан],198 кКал,"16,1 г","14,9 г",0 г
Баранки Сдобные с Маком [Ашан],380 кКал,"8,5 г","8,5 г",69 г
Батат [Ашан],61 кКал,2 г,0 г,"14,6 г"
Батон [Ашан],263 кКал,"7,5 г","2,9 г","50,5 г"
Батон Арбатский [Ашан],268 кКал,"8,3 г","2,2 г","52,4 г"
Батон Домашний [Ашан],262 кКал,"8,3 г","1,7 г","52,4 г"
Батон Нарезной [Ашан],263 кКал,"7,7 г","2,9 г","50,5 г"
Батон с Изюмом [Ашан],279 кКал,10 г,"4,9 г","48,8 г"
Батон с Солодом и Кориандром [Ашан],259 кКал,"6,1 г","1,1 г",43 г
Батончик Barre Chocolat Noir [Ашан],86 кКал,"1,6 г","2,9 г","13,4 г"
Батончик Энерджи-Мик [Ашан],400 кКал,11 г,18 г,48 г
Батончики Мюсли Зеленое Яблоко [Ашан],391 кКал,5 г,"6,2 г","74,9 г"
Батончики Мюсли Красные Фрукты [Ашан],388 кКал,"5,2 г","8,9 г","71,8 г"
Батончики Мюсли Шоколадные [Ашан],87 кКал,"1,1 г","2,4 г","14,9 г"
Бедра Куриные [Ашан],145 кКал,15 г,11 г,"0,3 г"
Бедро Индейки Гриль [Ашан],132 кКал,15 г,8 г,0 г
Безе Меренги [Ашан],389 кКал,"4,5 г",0 г,"92,7 г"
Бекон Копчено-Вареный [Ашан],446 кКал,8 г,46 г,0 г
Белый Грейпфрут [Ашан],33 кКал,"0,7 г","0,1 г","8,4 г"
Бельгийские Вафли [Ашан],399 кКал,"7,6 г","19,6 г","55,3 г"
Бельгийские Вафли со Сгущеным Молоком [Ашан],339 кКал,"7,6 г","19,6 г","55,3 г"
Беляш с Мясом [Ашан],402 кКал,"11,6 г","24,2 г","33,7 г"
Бефстроганов из Телятины [Ашан],100 кКал,"19,5 г","2,5 г",0 г
Био Овощной Суп-Пюре [Ашан],25 кКал,1 г,1 г,"2,7 г"
Био Соевый Натуральный Напиток [Ашан],36 кКал,"3,5 г",2 г,1 г
Био-Йогурт 1% [Ашан],40 кКал,"3,2 г",1 г,4 г
Био-Йогурт Инжир-Чиа [Ашан],83 кКал,"3,3 г",2 г,13 г
Био-Йогурт Малина [Ашан],83 кКал,"3,3 г",2 г,13 г
Био-Йогурт Чернослив-Злаки [Ашан],83 кКал,"3,3 г",2 г,13 г
Биойогурт [Ашан],40 кКал,"3,2 г",1 г,4 г
Биокефир 1% [Ашан],36 кКал,"3,1 г",1 г,"3,6 г"
"Бисквитное Пирожное ""Какао-Молоко"" [Ашан]",435 кКал,"5,8 г","21,9 г","52,9 г"
Бисквитные Палочки [Ашан],519 кКал,"6,4 г","27,1 г","61,2 г"
Бифидум Бактерин [Ашан],49 кКал,"2,9 г","2,5 г","3,9 г"
Бифидус Натуральный [Ашан],64 кКал,"3,8 г","3,5 г","4,3 г"
"Бифштекс Говяжий ""Фермерский"" [Ашан]",160 кКал,18 г,10 г,0 г
Бифштекс Говяжий [Ашан],160 кКал,18 г,10 г,0 г
Бифштекс из Говядины [Ашан],107 кКал,20 г,3 г,0 г
Бифштекс из Мраморной Говядины [Ашан],180 кКал,18 г,12 г,0 г
Бифштекс с Беконом по-Итальянски Фермерский [Ашан],190 кКал,14 г,15 г,0 г
Бифштекс с Яйцом [Ашан],326 кКал,"26,1 г",24 г,"1,6 г"
Блинчики без Начинки [Ашан],206 кКал,8 г,"4,7 г","32,9 г"
Блинчики с Абрикосовой Начинкой [Ашан],221 кКал,"4,4 г","3,3 г","43,5 г"
Блинчики с Варёной Сгущёнкой [Ашан],292 кКал,"5,7 г","11,7 г","40,9 г"
Блинчики с Ветчиной и Сыром [Ашан],198 кКал,"9,8 г","11,3 г","13,8 г"
Блинчики с Вишневой Начинкой [Ашан],137 кКал,"2,6 г","1,1 г","29,5 г"
Блинчики с Вишней [Ашан],187 кКал,"3,8 г","2,2 г","38,1 г"
Блинчики с Курицей [Ашан],212 кКал,11 г,"8,4 г","23,2 г"
Блинчики с Мясом [Ашан],253 кКал,12 г,"11,7 г",25 г
Блинчики с Творогом [Ашан],178 кКал,"9,3 г",5 г,"23,9 г"
"Блинчики Яблоко, Лимон, Корица [Ашан]",192 кКал,"4,1 г","2,2 г","38,9 г"
Блины Простые [Ашан],178 кКал,"4,6 г","3,2 г","4,2 г"
Бородинские Традиции с Солодом [Ашан],216 кКал,"7,8 г","0,9 г","43,3 г"
Борщ Говядина [Ашан],73 кКал,"3,3 г","3,3 г","7,5 г"
Бостон (Крем Ваниль) [Ашан],300 кКал,"3,5 г",17 г,30 г
Бразильский Орех [Ашан],590 кКал,13 г,62 г,16 г
Брауни [Ашан],437 кКал,"4,9 г",24 г,51 г
Бретонские Галеты со Сливочным Маслом [Ашан],520 кКал,"6,5 г","26,5 г",63 г
Брецель с Солью [Ашан],250 кКал,7 г,3 г,46 г
Бри Де Фамиль [Ашан],280 кКал,18 г,23 г,0 г
Бриош Парижский [Ашан],327 кКал,"8,7 г","7,9 г",55 г
Бриош Руанский [Ашан],338 кКал,"8,5 г","8,8 г",56 г
Бриошь с Шоколадом [Ашан],350 кКал,"8,5 г",9 г,59 г
Бриут с Куриной Грудкой [Ашан],320 кКал,"10,5 г","16,3 г","32,2 г"
Брокколи [Ашан],24 кКал,"2,7 г","0,4 г","4,7 г"
Брокколи Замороженная [Ашан],26 кКал,"2,8 г","0,5 г","3,9 г"
Брокколи на Пару [Ашан],33 кКал,"2,5 г","0,4 г","5,1 г"
Брюссельская Капуста Замороженная [Ашан],45 кКал,5 г,0 г,6 г
Бублик с Кунжутом [Ашан],177 кКал,5 г,5 г,31 г
Бублик с Маком [Ашан],177 кКал,5 г,5 г,31 г
Буженина [Ашан],250 кКал,10 г,23 г,0 г
Буженина Запеченая [Ашан],308 кКал,14 г,28 г,0 г
Буженина Купеческая [Ашан],273 кКал,12 г,25 г,0 г
Булгур [Ашан],370 кКал,12 г,"1,5 г",76 г
Булгур Био [Ашан],340 кКал,"13,2 г","1,7 г",63 г
Булка с Корицей и Миндалём [Ашан],398 кКал,"9,3 г","8,9 г",68 г
Булка Французская [Ашан],260 кКал,"8,2 г","0,9 г","54,9 г"
Булочка [Ашан],267 кКал,"8,2 г","0,9 г","54,9 г"
Булочка 8 Злаков [Ашан],227 кКал,"13,9 г","5,3 г","43,7 г"
Булочка Баварская [Ашан],195 кКал,"5,5 г","1,5 г",42 г
Булочка Бургер Дарк [Ашан],249 кКал,"6,1 г","4,5 г","46,1 г"
Булочка Гурман [Ашан],240 кКал,"8,5 г",1 г,49 г
Булочка Даллас [Ашан],402 кКал,"8,5 г","16,9 г","54,2 г"
Булочка Кайзерка [Ашан],232 кКал,7 г,"1,7 г","47,2 г"
Булочка Кукурузная [Ашан],260 кКал,12 г,"2,5 г","28,5 г"
Булочка Отрубная [Ашан],240 кКал,"7,5 г","3,5 г",44 г
Булочка по-Деревенски [Ашан],262 кКал,"8,8 г","1,1 г","54,4 г"
Булочка Пряный Аромат [Ашан],216 кКал,"7,8 г","0,9 г","43,3 г"
Булочка Пшенично-Ржаная [Ашан],223 кКал,"7,5 г",1 г,46 г
Булочка Ржано-Пшеничная [Ашан],204 кКал,"6,8 г","1,2 г",40 г
Булочка с Изюмом [Ашан],263 кКал,"7,5 г","2,9 г","50,5 г"
Булочка с Кунжутом [Ашан],267 кКал,"8,2 г","0,9 г","54,9 г"
Булочка с Луком [Ашан],267 кКал,"8,2 г","0,9 г","54,9 г"
Булочка с Семгой [Ашан],180 кКал,"10,3 г","13,8 г","23,1 г"
Булочка с Солодом и Кориандром [Ашан],249 кКал,"6,1 г","1,1 г",43 г
Булочка с Сыром [Ашан],249 кКал,"4,7 г","14,5 г","20,2 г"
Булочка Техас [Ашан],416 кКал,"8,4 г","16,2 г",59 г
Булочное Изделие Кукурузное [Ашан],273 кКал,11 г,"4,8 г","46,4 г"
Бургер Говяжий [Ашан],300 кКал,10 г,29 г,0 г
Бургер из Телятины [Ашан],89 кКал,16 г,3 г,0 г
Бурек с Брокколи [Ашан],230 кКал,8 г,11 г,31 г
Бурек с Яблочной Начинкой [Ашан],290 кКал,6 г,9 г,45 г
Буреки Курица с Паприкой [Ашан],249 кКал,"7,8 г","1,3 г","51,1 г"
Бурый Рис [Ашан],340 кКал,"7,5 г",2 г,73 г
Бутерброд с Курицей [Ашан],130 кКал,"8,5 г","7,5 г",9 г
Ванильный Соевый Био Напиток [Ашан],61 кКал,"3,7 г",2 г,"6,8 г"
Вареники с Картофелем и Грибами [Ашан],170 кКал,"5,5 г","3,5 г",28 г
Вареники с Картошкой [Ашан],174 кКал,"1,7 г","3,3 г","26,9 г"
Вареники с Творогом [Ашан],220 кКал,12 г,5 г,31 г
Варенье из Апельсинов [Ашан],238 кКал,"0,4 г","0,1 г","57,7 г"
Варенье Клубничное [Ашан],234 кКал,"0,7 г","0,2 г","56,5 г"
Ватрушка с Картофелем [Ашан],234 кКал,"8,2 г","7,3 г","34,2 г"
Ватрушка с Творогом [Ашан],266 кКал,"9,4 г","8,1 г",39 г
Ватрушка с Яблоками [Ашан],200 кКал,"6,7 г","8,5 г","17,5 г"
Вафельные Криспы [Ашан],338 кКал,"8,1 г",15 г,"71,3 г"
Вафельные Листы [Ашан],288 кКал,"10,4 г","1,4 г","66,4 г"
Вафли Вафи-Дафи [Ашан],520 кКал,"5,2 г",41 г,36 г
Вафли Голанские [Ашан],465 кКал,5 г,19 г,68 г
Вафли Медовые Био [Ашан],463 кКал,"4,5 г","20,5 г","64,5 г"
Вегетарианские Равиоли [Ашан],89 кКал,"2,9 г","2,9 г","11,6 г"
Вертут Шоколадно-Сливочный [Ашан],320 кКал,5 г,14 г,45 г
Весенняя Смесь [Ашан],45 кКал,"3,2 г",0 г,8 г
Ветчина для Завтрака [Ашан],183 кКал,12 г,15 г,0 г
Ветчина из Курицы [Ашан],122 кКал,12 г,6 г,5 г
Ветчина Куриная [Ашан],143 кКал,17 г,10 г,0 г
Ветчина с Сырной Начинкой [Ашан],260 кКал,"19,4 г","19,1 г","2,6 г"
Винегрет [Ашан],46 кКал,"1,4 г","0,1 г","9,9 г"
Винегрет Овощной [Ашан],149 кКал,"2,1 г","10,3 г","10,4 г"
Вишня Сушеная [Ашан],165 кКал,"0,2 г","0,2 г",42 г
Вобла Вяленая [Ашан],204 кКал,33 г,8 г,0 г
Вода Клубника [Ашан],15 кКал,0 г,0 г,"4,5 г"
Воздушный Рис [Ашан],381 кКал,"7,1 г","1,1 г",85 г
Волнушки Соленые [Ашан],22 кКал,"2,5 г","0,5 г","1,7 г"
Вырезка Говяжья [Ашан],181 кКал,"22,7 г",10 г,0 г
Вырезка Говяжья Фермерская [Ашан],140 кКал,18 г,8 г,0 г
Вырезка Свиная [Ашан],138 кКал,18 г,7 г,0 г
Вырезка Свиная Фермерская [Ашан],150 кКал,16 г,10 г,0 г
Вырезка Столичная [Ашан],75 кКал,12 г,3 г,0 г
Вырезка Телячья [Ашан],98 кКал,20 г,2 г,0 г
Гавайская Смесь [Ашан],90 кКал,"3,5 г",1 г,17 г
Галантин [Ашан],230 кКал,15 г,"18,5 г","1,5 г"
Галеты из Брокколи [Ашан],60 кКал,"1,5 г","1,5 г",10 г
Галеты из Риса с Кунжутом [Ашан],381 кКал,"8,4 г","3,4 г","77,5 г"
Галеты из Риса с Шоколадом [Ашан],509 кКал,"7,4 г","24,2 г","62,1 г"
Галеты Старт с Отрубями [Ашан],330 кКал,"11,5 г","1,5 г",69 г
Галстук с Шоколадом [Ашан],290 кКал,"5,3 г","13,6 г","36,4 г"
Геркулес [Ашан],400 кКал,11 г,6 г,70 г
Гнезда из Твёрдых Сортов Пшеницы [Ашан],340 кКал,"10,5 г",1 г,71 г
Говядина [Ашан],170 кКал,16 г,12 г,0 г
Говядина Варёно-Копченая [Ашан],144 кКал,18 г,8 г,0 г
Говядина для Тушения «Фермерская» [Ашан],230 кКал,16 г,18 г,0 г
Говядина для Тушения [Ашан],131 кКал,17 г,7 г,0 г
Говядина Духовая «Фермерская» [Ашан],240 кКал,14 г,20 г,0 г
Говядина Духовая [Ашан],240 кКал,14 г,20 г,0 г
Говядина Имперская [Ашан],154 кКал,15 г,10 г,1 г
Говядина Категории А [Ашан],123 кКал,19 г,5 г,0 г
Говядина Копчено-Вареная [Ашан],96 кКал,14 г,4 г,1 г
Говядина Кусок [Ашан],67 кКал,10 г,3 г,0 г
Говядина на Ребрышках [Ашан],189 кКал,18 г,13 г,0 г
Говядина Праздничная [Ашан],108 кКал,20 г,"3,5 г",0 г
Говядина Тазобедренная [Ашан],107 кКал,20 г,3 г,0 г
Говядина Тазобедренная Часть [Ашан],123 кКал,19 г,5 г,0 г
Говяжий Жир [Ашан],897 кКал,0 г,"99,7 г",0 г
Говяжий Фарш [Ашан],248 кКал,17 г,20 г,0 г
Говяжье Легкое [Ашан],92 кКал,"14,8 г","3,6 г",0 г
Голень Куриная [Ашан],223 кКал,23 г,"8,9 г","0,7 г"
Голова Форели [Ашан],97 кКал,"19,2 г","2,1 г",0 г
Голубцы Ленивые [Ашан],106 кКал,4 г,6 г,9 г
Голубцы Овощные [Ашан],77 кКал,"1,7 г","3,8 г","8,9 г"
Голубцы с Мясом и Рисом [Ашан],123 кКал,"6,8 г","7,8 г","6,2 г"
Голяшка Говяжья [Ашан],107 кКал,20 г,3 г,0 г
Голяшка Говяжья Б/К [Ашан],114 кКал,"19,3 г","4,1 г",0 г
Голяшка Говяжья Бескостная Фермерская [Ашан],187 кКал,"18,9 г","12,4 г",0 г
Голяшка Свиная [Ашан],167 кКал,17 г,11 г,0 г
Голяшка Телячья [Ашан],94 кКал,19 г,2 г,0 г
Горбуша [Ашан],174 кКал,21 г,10 г,0 г
Горбуша г/К [Ашан],177 кКал,24 г,9 г,0 г
Горбуша Х/К [Ашан],235 кКал,21 г,5 г,0 г
Горбуша Х/К Спинка [Ашан],235 кКал,21 г,15 г,0 г
Горох Варёный [Ашан],60 кКал,6 г,0 г,9 г
Горошек Зелёный [Ашан],35 кКал,3 г,0 г,6 г
Горошек Печеный с Овощами [Ашан],60 кКал,"2,5 г","1,5 г",9 г
Горошница [Ашан],128 кКал,"7,6 г","3,2 г","16,2 г"
Горчица [Ашан],155 кКал,"7,2 г","11,8 г","2,3 г"
Горчица Дижонская Био [Ашан],165 кКал,"6,3 г","11,3 г","7,4 г"
Горчица Дижонская Сладкая [Ашан],180 кКал,"8,5 г",13 г,"7,5 г"
Горчица Зернистая [Ашан],210 кКал,"7,5 г",9 г,25 г
Горький Шоколад 60% Цукаты и Орехи [Ашан],515 кКал,"6,4 г","32,5 г","49,2 г"
Горький Шоколад 72% [Ашан],570 кКал,9 г,"42,4 г",36 г
Горький Шоколад Куба 70% [Ашан],537 кКал,"7,7 г","42,6 г","30,7 г"
Горький Шоколад Папуа Новая Гвинея [Ашан],506 кКал,"8,9 г","38,4 г","31,1 г"
Горький Шоколад с Цукатами и Орехами [Ашан],515 кКал,"6,4 г","32,5 г","49,2 г"
"Горький Шоколад Санто-Доминго 71,6% [Ашан]",541 кКал,"7,6 г","43,1 г","30,7 г"
Горький Шоколад Эквадор 72% Какао [Ашан],506 кКал,"8,9 г","38,6 г","30,7 г"
Гранат [Ашан],52 кКал,"0,9 г",0 г,"13,9 г"
Гренадиновый Сироп [Ашан],308 кКал,0 г,0 г,77 г
Грецкие Орехи [Ашан],660 кКал,16 г,61 г,11 г
Грецкий Орех [Ашан],686 кКал,15 г,66 г,8 г
Грецкий Орех Очищенный [Ашан],648 кКал,"16,8 г","10,2 г","61,3 г"
Греческая Улитка Мак Ваниль [Ашан],334 кКал,"7,6 г","7,9 г","58,2 г"
Греческий Салат [Ашан],304 кКал,"13,3 г","24,3 г","7,6 г"
Гречка [Ашан],340 кКал,13 г,"3,5 г",64 г
Гречка в Пакетиках [Ашан],215 кКал,"8,1 г","2,2 г",40 г
Гречка Грибы [Ашан],145 кКал,"5,4 г","4,5 г","20,8 г"
Гречка на Пару [Ашан],157 кКал,"6,2 г","1,6 г","29,5 г"
Гречка Отварная [Ашан],104 кКал,4 г,2 г,19 г
Гречка с Грибами [Ашан],188 кКал,"5,4 г","9,3 г","20,5 г"
Гречневая Каша с Курицей [Ашан],139 кКал,"1,5 г","5,8 г","19,8 г"
Гречневая Крупа [Ашан],350 кКал,13 г,3 г,68 г
Гречневая Крупа [Ашан],215 кКал,"8,1 г","2,2 г",40 г
"Грибы ""Шитаки"" [Ашан]",116 кКал,"3,7 г","10,9 г","1,1 г"
Грибы в Сметанном Соусе [Ашан],134 кКал,"31,6 г","20,8 г","28,8 г"
Грибы Шиитаке [Ашан],34 кКал,"2,2 г","0,5 г","6,8 г"
Грудинка Говяжья Бескостная «Фермерская» [Ашан],250 кКал,12 г,22 г,0 г
Грудинка на Хрящиках [Ашан],530 кКал,8 г,55 г,0 г
Грудинка Свиная Б/К [Ашан],543 кКал,8 г,55 г,0 г
Грудка Куриная Отварная [Ашан],183 кКал,"34,2 г","4,9 г","0,3 г"
Грудки Куриные Гриль [Ашан],140 кКал,"17,8 г","7,6 г",0 г
Груша Анжу [Ашан],59 кКал,"0,4 г","0,4 г","15,1 г"
Груша Вильямс [Ашан],42 кКал,"0,4 г",0 г,"10,7 г"
Груша Вяленая [Ашан],250 кКал,"2,5 г","0,5 г",63 г
Груши Пакхам [Ашан],42 кКал,"0,7 г","0,2 г","10,9 г"
Гуляш из Говядины [Ашан],335 кКал,"13,7 г",1 г,"67,7 г"
Гуляш из Говядины Фермерский [Ашан],220 кКал,14 г,18 г,0 г
"Гуляш из Свинины ""Фермерский"" [Ашан]",230 кКал,12 г,20 г,0 г
Гуляш из Телятины [Ашан],100 кКал,"19,5 г","2,5 г",0 г
Декор из Шоколада [Ашан],513 кКал,7 г,"27,6 г","55,5 г"
Дениш с Мясной Начинкой [Ашан],340 кКал,9 г,20 г,37 г
Десерт Ванильный [Ашан],179 кКал,"4,5 г","9,6 г","18,7 г"
Десерт из Яблок с Бананами [Ашан],44 кКал,0 г,0 г,11 г
Десерт Кокосовый [Ашан],186 кКал,"3,9 г","9,2 г","21,9 г"
Десерт со Вкусом Ванили [Ашан],102 кКал,"2,5 г","0,9 г","21,1 г"
Десерт Фруктовый Яблоко-Клубника [Ашан],69 кКал,"0,5 г","0,5 г",14 г
Десерт Шоколадный [Ашан],173 кКал,"4,7 г","9,8 г","16,5 г"
Десерт Яблочно-Банановый [Ашан],100 кКал,"0,5 г",0 г,25 г
Джем Апельсиновый [Ашан],247 кКал,"0,5 г","0,5 г","59,6 г"
Джем Клубничный [Ашан],240 кКал,0 г,0 г,60 г
Джем Малина [Ашан],240 кКал,0 г,0 г,60 г
Дижонская Горчица [Ашан],152 кКал,"7,5 г","11,5 г","3,6 г"
Дижонская Горчица с Уксусом [Ашан],149 кКал,"7,2 г","11,5 г","3,2 г"
Дикий Рис [Ашан],335 кКал,"13,7 г",1 г,"67,7 г"
Дикий Рис Цицания [Ашан],350 кКал,13 г,1 г,72 г
Донат с Шоколадной Глазурью [Ашан],441 кКал,"6,7 г",28 г,41 г
Донат с Шоколадной Начинкой [Ашан],463 кКал,"5,9 г",29 г,43 г
Донат с Ягодной Начинкой [Ашан],420 кКал,4 г,25 г,48 г
Донат Тутти Фрутти [Ашан],311 кКал,7 г,12 г,47 г
Дорадо [Ашан],96 кКал,"19,7 г","1,9 г",0 г
Драники из Свеклы [Ашан],241 кКал,"4,8 г","13,3 г","25,6 г"
Драники Картофельные [Ашан],184 кКал,"2,6 г","10,4 г","19,9 г"
Дыня Тайская Сушеная [Ашан],341 кКал,7 г,10 г,82 г
Европейский Гарнир [Ашан],28 кКал,2 г,"0,3 г","3,2 г"
Ежевика Замороженная [Ашан],30 кКал,"1,5 г","0,5 г","4,5 г"
Жареха [Ашан],154 кКал,"8,2 г","9,8 г","8,1 г"
Жаркое по-Домашнему [Ашан],154 кКал,23 г,"4,5 г","2,5 г"
Жерех Х/К [Ашан],191 кКал,32 г,7 г,0 г
Жульен [Ашан],238 кКал,18 г,12 г,16 г
Жульен из Курицы [Ашан],276 кКал,34 г,"5,9 г","1,7 г"
Жульен с Грибами и Курицей [Ашан],670 кКал,32 г,48 г,12 г
Запеканка Творожная [Ашан],240 кКал,"8,4 г","6,8 г","38,6 г"
Запеканка Творожная с Ароматом Ванили [Ашан],190 кКал,13 г,9 г,14 г
Запеканка Творожная с Изюмом [Ашан],239 кКал,"13,9 г",8 г,27 г
Запеканка Творожная с Курагой [Ашан],236 кКал,"14,4 г",8 г,"25,9 г"
Запеканка Творожная Черника [Ашан],180 кКал,12 г,8 г,15 г
