Продукт,Калорийность,Белки,Жиры,Углеводы
"Персиковый нектар, консервированный, с добавлением аскорбиновой кослоты",54 кКал,"0,27 г","0,02 г","13,92 г"
"Сок ацеролы, необработаный",23 кКал,"0,4 г","0,3 г","4,5 г"
"Сок ежевики, консервированный",38 кКал,"0,3 г","0,6 г","7,7 г"
"Сок из папайи лавролистной, необработанный",60 кКал,"0,67 г","0,18 г","14,25 г"
"Сок из папайи съедобной, необработанный",51 кКал,"0,39 г","0,05 г","13,4 г"
"Сок из чернослива, консервированный",71 кКал,"0,61 г","0,03 г","16,45 г"
"Сок мультиовощной, консервированный",22 кКал,"0,93 г","0,31 г","3,37 г"
"Томатный и овощной сок, с пониженым содержанием соли",22 кКал,"0,6 г","0,1 г","3,79 г"
"Томатный сок без соли, консервированный",17 кКал,"0,85 г","0,29 г","3,13 г"
"Томатный сок с солью, консервированный",17 кКал,"0,85 г","0,29 г","3,13 г"
"Яблочный сок, замороженный концентрат, неподслащенный, неразбавленный, с добавлением аскорбиновой кислоты",166 кКал,"0,51 г","0,37 г",41 г
"Яблочный сок, замороженный концентрат, неподслащенный, разбавленный водой 1 к 3, с добавлением аскорбиновой кислоты",47 кКал,"0,14 г","0,1 г","11,44 г"
"Яблочный сок, замороженный концетрат, неподслащенный, неразбавленый, без добавления аскорбиновой кислоты",166 кКал,"0,51 г","0,37 г","40,6 г"
"Яблочный сок, замороженный концетрат, неподслащенный, разбавленый водой 1 к 3, без добавления аскорбиновой кислоты",47 кКал,"0,14 г","0,1 г","11,44 г"
"Яблочный сок, консервированный или в бутылках, неподслащенный, без добавления аскорбиновой кислоты",46 кКал,"0,1 г","0,13 г","11,1 г"
"Яблочный сок, консервированный или в бутылках, неподслащенный, с добавлением аскорбиновой кислоты",46 кКал,"0,1 г","0,13 г","11,1 г"
