Продукт,Калорийность,Белки,Жиры,Углеводы
"Газированный напиток, кола, с высоким содерж. кофеина",42 кКал,0 г,"0,25 г","10,36 г"
"Газированный напиток, кола, с кофеином",37 кКал,"0,07 г","0,02 г","9,56 г"
"Газированный напиток, Корневое пиво, Саспарилла",41 кКал,0 г,0 г,"10,6 г"
"Газированный напиток, крем-сода",51 кКал,0 г,0 г,"13,3 г"
"Газированный напиток, лимон-лайм сода, с кофеином",41 кКал,"0,09 г",0 г,"10,42 г"
"Газированный напиток, низкокалорийный, исключая кола или пеппер, без кофеина",0 кКал,"0,1 г",0 г,0 г
"Газированный напиток, низкокалорийный, исключая кола или пеппер, с добавками: аспартам, с кофеином",0 кКал,"0,1 г",0 г,0 г
"Газированный напиток, низкокалорийный, исключая кола или пеппер, с натриевым сахарином, без кофеина",0 кКал,0 г,0 г,"0,1 г"
"Газированный напиток, низкокалорийный, кола или пеппер, с добавками: аспартам, без кофеина",1 кКал,"0,12 г",0 г,"0,12 г"
"Газированный напиток, низкокалорийный, кола или пеппер, с добавками: аспартам, с кофеином",2 кКал,"0,11 г","0,03 г","0,29 г"
"Газированный напиток, низкокалорийный, кола или пеппер, с натриевым сахарином, с кофеином",0 кКал,0 г,0 г,"0,1 г"
"Газированный напиток, пеппер, с кофеином",41 кКал,0 г,"0,1 г","10,4 г"
"Газированный напиток, с уменьшенным содерж. сахара, кола, с кофеином и подсластителями",20 кКал,0 г,0 г,"5,16 г"
"Газированный напиток, сода со вкусом шоколада",42 кКал,0 г,0 г,"10,7 г"
"Газированный напиток, содовая вода",0 кКал,0 г,0 г,0 г
"Газированный напиток, СПРАЙТ, с лимонно-лаймовым вкусом, без кофеина",40 кКал,"0,05 г","0,02 г","10,14 г"
"Газированный напиток, тоник",34 кКал,0 г,0 г,"8,8 г"
Ессентуки №4,0 кКал,0 г,0 г,0 г
"Заменитель кофе, напиток из злаков, порошок",360 кКал,"6,01 г","2,52 г","55,12 г"
"Заменитель кофе, напиток из злаков, порошок, приготовленный на воде",6 кКал,"0,1 г","0,04 г","0,9 г"
"Заменитель кофе, напиток из злаков, порошок, приготовленный на цельном молоке",65 кКал,"3,3 г","3,3 г","5,5 г"
"Какао смесь, без добавления сахара, порошок",377 кКал,"15,49 г",3 г,"64,43 г"
"Какао смесь, НЕСТЛЕ, Hot Cocoa Mix Rich Chocolate с Маршмэллоу",400 кКал,"2,8 г",15 г,"71,3 г"
"Какао смесь, НЕСТЛЕ, Rich Chocolate Hot Cocoa Mix",400 кКал,3 г,15 г,71 г
"Какао смесь, порошок",398 кКал,"6,67 г",4 г,"80,03 г"
"Какао смесь, порошок, приготовленный на воде",55 кКал,"0,92 г","0,55 г","11,04 г"
"Какао смесь, с аспартамом, низкокалорийный, порошок, с доб кальция фосфора, без доб натрия или витамина A",359 кКал,"25,1 г",3 г,"56,9 г"
"Какао смесь, с аспартамом, порошок, приготовленный на воде",29 кКал,"1,21 г","0,23 г","5,01 г"
Квас хлебный,27 кКал,"0,2 г",0 г,"5,2 г"
Кисель из вишневого сока по 2-132,78 кКал,"0,2 г",0 г,"18,9 г"
Кисель из клюквы по 2-126,53 кКал,0 г,0 г,13 г
Кисель из кураги по 2-130,54 кКал,"0,4 г",0 г,"12,9 г"
Кисель из сливового варенья по 2-134,63 кКал,"0,1 г",0 г,"15,5 г"
Кисель из сушеных яблок по 2-130,66 кКал,"0,1 г",0 г,"16,3 г"
Кисель из яблок по 2-128,97 кКал,"0,1 г","0,1 г","23,7 г"
"Клюквенно-абрикосовый сок-напиток, бутилированный",64 кКал,"0,2 г",0 г,"16,1 г"
"Клюквенно-виноградный сок-напиток, бутилированный",56 кКал,"0,2 г","0,1 г","13,9 г"
"Клюквенно-яблочный сок-напиток, бутилированный",63 кКал,0 г,"0,11 г","15,85 г"
"Клюквенно-яблочный сок-напиток, низкокалорийный, с доб. витамина C",19 кКал,"0,1 г",0 г,"4,6 г"
"Клюквенный сок-коктейль, бутилированный",54 кКал,0 г,"0,1 г","13,52 г"
"Клюквенный сок-коктейль, бутилированный, низкокалорийный, с кальцием, сахарином и кукурузным подсластителем",19 кКал,"0,02 г","0,01 г","4,6 г"
"Клюквенный сок-коктейль, замороженный концентрат",201 кКал,"0,05 г",0 г,"51,25 г"
"Клюквенный сок-коктейль, замороженный концентрат, приготовленный на воде",47 кКал,"0,01 г",0 г,"11,81 г"
"Коктейль микс, без доб сахара, концентрированный, замороженный",287 кКал,"0,08 г","0,01 г","71,6 г"
"Коктейль, виски сауэр, микс, бутилированный",87 кКал,"0,1 г","0,1 г","21,4 г"
"Коктейль, виски сауэр, микс, порошок",383 кКал,"0,6 г","0,1 г","97,3 г"
"Коктейль, виски сауэр, микс,, бутилированный, с доб. калия и натрия",84 кКал,"0,1 г","0,1 г","21,4 г"
Компот вишневый по 2-120,57 кКал,"0,2 г","0,1 г","13,8 г"
Компот грушевый по 2-118,55 кКал,"0,1 г","0,1 г","13,4 г"
Компот из абрикосов по 2-122,56 кКал,"0,2 г",0 г,"13,6 г"
Компот из айвы по 2-118,56 кКал,"0,1 г","0,1 г","13,7 г"
Компот из крыжовника и черной смородины по 2-124,58 кКал,"0,3 г","0,1 г","13,9 г"
Компот персиковый по 2-122,88 кКал,"0,2 г",0 г,"21,8 г"
Компот черешневый по 2-120,58 кКал,"0,2 г","0,1 г",14 г
Компот яблочный по 2-118,55 кКал,"0,1 г","0,1 г","13,6 г"
Кофе жареный в зернах,331 кКал,"13,9 г","14,4 г","29,5 г"
"Кофе и какао (мокка) порошок, с забеливателем и и низкокалорийным подсластителем, без кофеина",440 кКал,9 г,"13,21 г","66,6 г"
"Кофе молотый, сваренный на водопроводной воде",1 кКал,"0,12 г","0,02 г",0 г
"Кофе молотый, сваренный на водопроводной воде, без кофеина",0 кКал,"0,1 г",0 г,0 г
Кофе на молоке,58 кКал,"0,7 г",1 г,"11,2 г"
Кофе на сгущёном молоке,55 кКал,"0,7 г","0,9 г","10,9 г"
"Кофе натуральный, молотый","200,6 кКал","13,9 г","14,4 г","4,1 г"
"Кофе растворимый с цикорием, приготовленный на воде",3 кКал,"0,09 г",0 г,"0,75 г"
"Кофе растворимый, без кофеина, порошок",351 кКал,"11,6 г","0,2 г",76 г
"Кофе растворимый, без кофеина, приготовленный на воде",2 кКал,"0,12 г",0 г,"0,43 г"
"Кофе растворимый, обычный, порошок, с половинным содерж. кофеина",352 кКал,"14,42 г","0,5 г","73,18 г"
"Кофе растворимый, порошок",353 кКал,"12,2 г","0,5 г","75,4 г"
"Кофе растворимый, приготовленный на воде",2 кКал,"0,1 г",0 г,"0,34 г"
"Кофе растворимый, с сахаром, с ароматом мокка, порошок",460 кКал,"5,29 г","15,87 г","72,14 г"
"Кофе растворимый, с цикорием, порошок",355 кКал,"9,3 г","0,2 г","78,4 г"
"Кофе растворимый, сухой","118,7 кКал",15 г,"3,6 г",7 г
Кофе чёрный без сахара,7 кКал,"0,2 г","0,5 г","0,2 г"
"Кофе эспрессо, приготовленный в ресторане",9 кКал,"0,12 г","0,18 г","1,67 г"
"Кофе эспрессо, приготовленный в ресторане, без кофеина",9 кКал,"0,1 г","0,18 г","1,69 г"
Краинская,0 кКал,0 г,0 г,0 г
"Лимонад, замороженный концентрат, белый",196 кКал,"0,22 г","0,7 г","49,59 г"
"Лимонад, замороженный концентрат, белый, приготовленный на воде",40 кКал,"0,07 г","0,04 г","10,42 г"
"Лимонад, замороженный концентрат, розовый",192 кКал,"0,22 г","0,69 г","48,56 г"
"Лимонад, замороженный концентрат, розовый, приготовленный на воде",43 кКал,"0,05 г","0,15 г","10,71 г"
"Лимонад, замороженный концетрат, приготовленный на воде",52 кКал,0 г,0 г,"13,79 г"
"Лимонад, порошок",376 кКал,0 г,"1,05 г","97,17 г"
"Лимонад, порошок, приготовленный на воде",14 кКал,0 г,"0,04 г","3,59 г"
Миргородская,0 кКал,0 г,0 г,0 г
"Молочный коктейль, шоколадный, малокалорийный, с аспартамом (E951), порошок",329 кКал,25 г,"2,6 г",42 г
"Молочный коктейль, шоколадный, малокалорийный, с аспартамом (E951), порошок, приготовленный на воде со льдом",29 кКал,"2,19 г","0,23 г","3,71 г"
"Молочный напиток, готовый к употреблению, ароматизированный и подслащенный, с доб. кальция, витаминов A и D, с пониж. содерж. жира, 1.83%",77 кКал,"3,05 г","1,83 г","11,68 г"
Морковный сок,56 кКал,"1,1 г","0,1 г","12,6 г"
Напитки газированные на плодово-ягодных настоях,46 кКал,0 г,0 г,"9,5 г"
Напитки газированные на цитрусовых настоях,33 кКал,0 г,0 г,"7,5 г"
"Напитки газированные на эссенциях («Кока-кола», «Пепси-кола»)",38 кКал,0 г,0 г,"8,7 г"
Напиток апельсиновый по 2-160,53 кКал,"0,1 г",0 г,13 г
"Напиток к завтраку, Апельсиновый, готовый к употреблению, с доб нутриентами",53 кКал,0 г,0 г,"13,1 г"
Напиток клюквенный по 2-160,51 кКал,"0,1 г",0 г,"12,4 г"
"Напиток микс, QUAKER OATS, GATORADE, со вкусом апельсина, порошок",388 кКал,0 г,"1,23 г","94,11 г"
Напиток яблочный по 2-160,54 кКал,"0,1 г","0,1 г","13,2 г"
"Напиток-микс, с клубничным вкусом, порошок",389 кКал,"0,1 г","0,2 г","99,1 г"
"Напиток-микс, с клубничным вкусом, порошок, приготовленный на цельном молоке",88 кКал,3 г,"3,1 г","12,3 г"
"Напиток-сок,  смесь овощей и фруктов, с уменьш. кол. калорий, с низкокалорийным подсластителем, и доб. витамина C",4 кКал,0 г,0 г,"1,1 г"
"Напиток-сок, смесь овощей и фруктов, с доб. нутриентов",29 кКал,"0,04 г","0,01 г","7,47 г"
"Напиток-шейк, фаст фуд, ванильный",148 кКал,"3,37 г","6,52 г","18,69 г"
"Напиток-шейк, фаст фуд, клубничный",113 кКал,"3,4 г","2,8 г","18,5 г"
"Напиток, из плодов шиповника по 2-162",50 кКал,"0,2 г","0,1 г","11,9 г"
"Напиток, Коктейль персиковый по 2-164",98 кКал,"1,7 г","1,9 г","18,5 г"
"Напиток, рисовый, неподслащенный, с доб. кальция, витаминов A и D",47 кКал,"0,28 г","0,97 г","8,87 г"
"Напиток, с ароматом апельсина, на завтрак, низкокалорийный, порошок",217 кКал,"3,6 г",0 г,"82,1 г"
"Напиток, с ароматом апельсина, на завтрак, порошок",386 кКал,0 г,0 г,"98,54 г"
"Напиток, с ароматом апельсина, на завтрак, с мякотью, замороженный концентрат",172 кКал,"0,1 г","0,5 г","42,7 г"
"Напиток, с ароматом апельсина, на завтрак, с мякотью, замороженный концентрат, приготовленный на воде",49 кКал,"0,03 г","0,14 г","12,21 г"
"Напиток, с ароматом апельсина, на завтрак, с соком и мякотью, замороженный концентрат",153 кКал,"0,4 г",0 г,"38,9 г"
"Напиток, с фруктовым ароматом, сухая смесь, низкокалорийный, с заменителем сахара аспартам (E951)",218 кКал,"0,45 г","0,04 г","87,28 г"
"Напиток, с шоколадным вкусом, на основе молока и сыворотки",49 кКал,"0,64 г","0,4 г","10,08 г"
"Напиток, со апельсиновым вкусом, к завтраку, порошок, приготовленный на воде",49 кКал,0 г,0 г,"12,55 г"
"Напиток, со вкусом лимонада, порошок",380 кКал,0 г,"1,01 г","97,9 г"
"Напиток, со вкусом лимонада, порошок, приготовленный на воде",27 кКал,0 г,"0,07 г","6,9 г"
"Напиток, со вкусом шоколада, порошок, приготовленный на цельном молоке",85 кКал,"3,23 г","3,24 г","11,56 г"
"Напиток, со вкусом эг-ногг, порошок, приготовленный на цельном молоке",95 кКал,"2,93 г","3,02 г","14,2 г"
"Напиток, фруктовый напиток-сок, с уменьшенным содрежржанием сахара, с доб. витамина E",39 кКал,0 г,"0,07 г",10 г
"Напиток, Хорчата (орчата), как подают в ресторанах",54 кКал,"0,48 г","0,71 г","11,52 г"
"Напиток, Яблочно-абрикосовый, консервы",58 кКал,"0,2 г",0 г,14 г
Нарзан,0 кКал,0 г,0 г,0 г
Полюстрово,0 кКал,0 г,0 г,0 г
Свекольный сок,61 кКал,1 г,0 г,"14,1 г"
Сироп из шиповника,285 кКал,"0,2 г",0 г,"70,5 г"
Славяновская,0 кКал,0 г,0 г,0 г
"Смесь солодовых напитков, натуральных, порошок",428 кКал,"14,29 г","9,52 г","71,11 г"
"Смесь солодовых напитков, натуральных, порошок, приготовленный с цельным молоком",88 кКал,"3,86 г","3,62 г","10,13 г"
"Смесь солодовых напитков, натуральных, с добавками, порошок",384 кКал,"9,41 г","1,33 г","83,59 г"
"Смесь солодовых напитков, натуральных, с добавками, порошок, приготовленный с цельным молоком",86 кКал,"3,67 г","3,21 г","10,67 г"
"Смесь солодовых напитков, шоколад, порошок",411 кКал,"5,1 г","4,76 г","82,14 г"
"Смесь солодовых напитков, шоколад, порошок, приготовленный с цельным молоком",85 кКал,"3,37 г","3,29 г","10,7 г"
"Смесь солодовых напитков, шоколад, с добавками, порошок",389 кКал,"4,9 г","3,4 г","84,6 г"
"Смесь солодовых напитков, шоколад, с добавками, порошок, приготовленный с цельным молоком",87 кКал,"3,29 г","3,26 г","10,79 г"
Сок абрикосовый,55 кКал,"0,5 г",0 г,"12,7 г"
Сок ананасовый,52 кКал,"0,3 г","0,1 г","11,8 г"
Сок апельсиновый,60 кКал,"0,7 г","0,1 г","13,2 г"
Сок виноградный,70 кКал,"0,3 г","0,2 г","16,3 г"
Сок вишнёвый,51 кКал,"0,7 г","0,2 г","11,4 г"
Сок гранатовый,56 кКал,"0,3 г","0,1 г","14,2 г"
Сок грейпфрутовый,38 кКал,"0,3 г","0,1 г","7,9 г"
Сок лимонный,33 кКал,"0,6 г","0,24 г","3,9 г"
Сок мандариновый,45 кКал,"0,8 г","0,2 г","9,8 г"
Сок персиковый,68 кКал,"0,3 г",0 г,"16,5 г"
Сок сливовый,68 кКал,"0,3 г","0,1 г","15,2 г"
Сок томатный,18 кКал,1 г,"0,1 г","2,9 г"
Сок яблочный,46 кКал,"0,5 г","0,1 г","10,1 г"
"Сок-напиток и цитрусовых, замороженный концентрат",162 кКал,"1,2 г","0,1 г",40 г
"Сок-напиток и цитрусовых, замороженный концентрат, приготовленный на воде",46 кКал,"0,34 г","0,03 г","11,32 г"
"Спортивный напиток, COCA-COLA, POWERADE, с лимонно-лаймовым вкусом, готовый к употреблению",32 кКал,0 г,"0,05 г","7,84 г"
"Фруктовый пунш, напиток, без добавления нутриентов, консервированный",48 кКал,0 г,0 г,"11,97 г"
"Фруктовый пунш, напиток, замороженный концентрат",162 кКал,"0,2 г",0 г,41 г
"Фруктовый пунш, напиток, замороженный концентрат, приготовленный на воде",46 кКал,"0,06 г",0 г,"11,56 г"
"Фруктовый пунш, напиток, порошок, без доб натрия, приготовленный на воде",37 кКал,0 г,"0,01 г","9,47 г"
"Фруктовый пунш, напиток, с доб. нутриентов, консервированный",47 кКал,0 г,0 г,"11,74 г"
"Фруктовый пунш, сок-напиток, замороженный концентрат",175 кКал,"0,3 г","0,7 г","42,9 г"
"Фруктовый пунш, сок-напиток, замороженный концентрат, приготовленный на воде",42 кКал,"0,07 г","0,17 г","11,4 г"
Чай (сухая заварка),"140,9 кКал",20 г,"5,1 г",4 г
Чай заваренный с лимоном,28 кКал,"0,1 г",0 г,"6,8 г"
Чай заваренный с молоком,43 кКал,"0,7 г","0,8 г","8,2 г"
Чай заваренный с сахаром,28 кКал,"0,1 г",0 г,7 г
Чай черный байховый (сухая заварка),"151,8 кКал",20 г,"5,1 г","6,9 г"
"Чай, готовый к употреблению, ARIZONA iced tea,  с лимонным вкусом",39 кКал,0 г,0 г,"9,77 г"
"Чай, готовый к употреблению, LIPTON BRISK, холодный, с лимонным вкусом",35 кКал,0 г,0 г,"8,81 г"
"Чай, готовый к употреблению, NESTLE, COOL NESTEA, холодный, с лимонным вкусом",36 кКал,0 г,0 г,"9,09 г"
"Чай, готовый к употреблению, WENDY'S, фаст фуд, без льда",1 кКал,"0,22 г",0 г,0 г
"Чай, заваренный, приготовленный, на водопроводной воде",1 кКал,0 г,0 г,"0,3 г"
"Чай, заваренный, приготовленный, на водопроводной воде, без кофеина",1 кКал,0 г,0 г,"0,3 г"
"Чай, заваренный, приготовленный, на дистиллированной воде",1 кКал,0 г,0 г,"0,3 г"
"Чай, растворимый,  неподслащенный, с ароматом лимона, порошок",345 кКал,"7,4 г","0,18 г","73,52 г"
"Чай, растворимый, не подслащенный, порошок, приготовленный",1 кКал,"0,06 г",0 г,"0,17 г"
"Чай, растворимый, неподслащенный, порошок",315 кКал,"20,21 г",0 г,"50,16 г"
"Чай, растворимый, неподслащенный, порошок, без кофеина",315 кКал,"20,21 г",0 г,"50,16 г"
"Чай, растворимый, подслащенный сахарином натрия, со вкусом лимона, порошок",338 кКал,"3,3 г","0,6 г","85,4 г"
"Чай, растворимый, подслащенный сахарином натрия, со вкусом лимона, порошок, без кофеина",338 кКал,"3,3 г","0,6 г","85,4 г"
"Чай, растворимый, подслащенный сахарином натрия, со вкусом лимона, порошок, приготовленный",2 кКал,"0,02 г",0 г,"0,44 г"
"Чай, растворимый, подслащенный сахаром, со вкусом лимона, с доб. аскорбиновой кислоты, порошок",385 кКал,"0,6 г","0,3 г","97,6 г"
"Чай, растворимый, с сахаром, со вкусом лимона, без доб. аскорбиновой кислоты, порошок",401 кКал,"0,12 г","0,73 г","97,85 г"
"Чай, растворимый, с сахаром, со вкусом лимона, без доб. аскорбиновой кислоты, порошок, без кофеина",401 кКал,"0,12 г","0,73 г","98,55 г"
"Чай, растворимый, с сахаром, со вкусом лимона, без доб. аскорбиновой кислоты, порошок, приготовленный",35 кКал,"0,01 г","0,06 г","8,51 г"
"Чай, травяной, не ромашковый, заваренный",1 кКал,0 г,0 г,"0,2 г"
"Чай, травяной, ромашковый, заваренный",1 кКал,0 г,0 г,"0,2 г"
Черноплодно-рябиновый сок,50 кКал,"0,1 г","0,1 г","11,4 г"
Черносмородиновый сок,41 кКал,"0,5 г",0 г,"7,3 г"
Шиповниковый сок,67 кКал,"0,1 г","0,2 г","16,1 г"
Шоколадный сироп,279 кКал,"2,1 г","1,13 г","62,5 г"
"Шоколадный сироп, приготовленный на цельном молоке",90 кКал,"3,07 г","2,96 г","12,48 г"
"Энергетический напиток, AMP",46 кКал,"0,25 г","0,08 г","12,08 г"
"Энергетический напиток, AMP, без сахара",2 кКал,0 г,0 г,"1,03 г"
"Энергетический напиток, FULL THROTTLE",46 кКал,"0,25 г","0,08 г","12,08 г"
"Энергетический напиток, Monster (Монстр)",47 кКал,"0,47 г",0 г,"11,28 г"
"Энергетический напиток, RED BULL (Ред булл), с доб кофеина, витаминами: PP, B5, B6 и B12",43 кКал,"0,46 г",0 г,"10,23 г"
"Энергетический напиток, ROCKSTAR",58 кКал,"0,34 г","0,22 г","12,7 г"
"Энергетический напиток, ROCKSTAR, без сахара",4 кКал,"0,25 г","0,08 г","0,7 г"
"Энергетический напиток, VAULT Zero, без сахара, со вкусом цитрусовых",1 кКал,"0,25 г","0,08 г","0,7 г"
"Энергетический напиток, VAULT Zero, со вкусом цитрусовых",49 кКал,0 г,0 г,"12,99 г"
Яблочно морковный напиток. Консервы,68 кКал,"0,3 г",0 г,"15,5 г"
Яблочно-абрикосовый напиток. Консервы,58 кКал,"0,2 г",0 г,14 г
Яблочно-виноградный напиток,52 кКал,"0,3 г",0 г,"12,3 г"
