Продукт,Калорийность,Белки,Жиры,Углеводы
Колбаса Вареная Докторская [Черкизово],240 кКал,12 г,20 г,3 г
Колбаса Варёная по-Черкизовски [Черкизово],199 кКал,12 г,15 г,4 г
Колбаса Вареная Русская [Черкизово],149 кКал,10 г,9 г,7 г
Колбаса Вареная Фермерская [Черкизово],233 кКал,10 г,19 г,"5,5 г"
Колбаса Варёно Копченая Сервелат Столичный [Черкизово],382 кКал,12 г,34 г,7 г
Колбаса Варено-Копченая Астория [Черкизово],271 кКал,14 г,23 г,2 г
Колбаса Ветчинно-Рубленая из Индейки [Черкизово],190 кКал,15 г,12 г,5 г
Колбаса Докторская [Черкизово],198 кКал,11 г,14 г,7 г
Колбаса Имперская [Черкизово],321 кКал,15 г,29 г,0 г
Колбаса Краковская Традиционная [Черкизово],343 кКал,15 г,27 г,10 г
Колбаса Ливерная Украинская с Печенью [Черкизово],285 кКал,11 г,21 г,13 г
Колбаса Московская [Черкизово],419 кКал,17 г,39 г,0 г
Колбаса Онежская [Черкизово],450 кКал,22 г,38 г,5 г
Колбаса Полукопчёная Фермерская [Черкизово],282 кКал,11 г,22 г,10 г
Колбаса Праздничная в Специях [Черкизово],511 кКал,26 г,43 г,5 г
Колбаса Русская [Черкизово],149 кКал,10 г,9 г,7 г
Колбаса Русская по-Черкизовски [Черкизово],281 кКал,11 г,25 г,3 г
Колбаса Салями Астория [Черкизово],390 кКал,25 г,30 г,5 г
Колбаса Свиная [Черкизово],506 кКал,21 г,46 г,2 г
Колбаса Сыровяленая Фелино [Черкизово],542 кКал,23 г,50 г,0 г
Колбаса Сыровяленая Фуэт Экстра [Черкизово],397 кКал,26 г,29 г,8 г
Колбаса Сырокопченая Богородская [Черкизово],450 кКал,22 г,38 г,5 г
Колбаса Сырокопченая Бородинская [Черкизово],450 кКал,22 г,38 г,5 г
Колбаса Сырокопченая Деликатесная по-Черкизовски [Черкизово],498 кКал,25 г,42 г,5 г
Колбаса Сырокопченая Кремлевская [Черкизово],445 кКал,24 г,37 г,4 г
Колбаса Сырокопченая Онежская [Черкизово],405 кКал,23 г,33 г,4 г
Колбаса Сырокопченая Посольская [Черкизово],421 кКал,20 г,37 г,2 г
Колбаса Сырокопченая Преображенская [Черкизово],450 кКал,22 г,38 г,5 г
Колбаса Сырокопченая Салямини [Черкизово],450 кКал,23 г,38 г,4 г
Колбаса Сырокопченая Свиная Черкизовская [Черкизово],506 кКал,21 г,46 г,2 г
Колбаски «для Жарки» со Вкусом Сыра [Черкизово],298 кКал,14 г,26 г,2 г
Колбаски Печеночные [Черкизово],260 кКал,11 г,20 г,9 г
Колбаски по-Домашнему с Чесноком [Черкизово],306 кКал,14 г,26 г,4 г
"Колбаски Рубленые ""для Жарки"" [Черкизово]",296 кКал,15 г,26 г,2 г
Колбаски Рубленые из Свинины и Говядины [Черкизово],276 кКал,15 г,24 г,0 г
Корейка [Черкизово],121 кКал,15 г,5 г,4 г
Корейка по-Домашнему [Черкизово],196 кКал,13 г,16 г,0 г
Корейка по-Черкизовски [Черкизово],151 кКал,17 г,7 г,4 г
Корейка Столичная [Черкизово],214 кКал,13 г,18 г,0 г
Корейка Фермерская [Черкизово],121 кКал,15 г,5 г,4 г
Котлета на Косточке Свиная [Черкизово],258 кКал,15 г,22 г,0 г
Котлеты Домашние [Черкизово],281 кКал,14 г,25 г,0 г
Котлеты из Говядины Охлажденные [Черкизово],144 кКал,17 г,8 г,1 г
Котлеты Рубленые из Говядины [Черкизово],330 кКал,15 г,30 г,0 г
Котлеты Рубленые из Свинины и Говядины [Черкизово],348 кКал,15 г,32 г,0 г
Котлеты Рубленые с Белыми Грибами [Черкизово],258 кКал,15 г,22 г,0 г
Котлеты Рубленые с Сыром [Черкизово],335 кКал,14 г,33 г,0 г
Купаты [Черкизово],310 кКал,15 г,26 г,4 г
Купаты для Гриля [Черкизово],202 кКал,15 г,14 г,4 г
Купаты с Луком [Черкизово],373 кКал,15 г,33 г,4 г
Лопатка в Пряном Соусе с Яблоками [Черкизово],180 кКал,16 г,12 г,2 г
Лопатка В Чесночном Маринаде Для Запекания [Черкизово],119 кКал,12 г,7 г,2 г
Лопатка Свиная [Черкизово],203 кКал,17 г,15 г,0 г
Лопатка Столичная [Черкизово],113 кКал,13 г,5 г,4 г
Лопатка Фермерская [Черкизово],113 кКал,13 г,5 г,4 г
Медальоны из Свиной Вырезки [Черкизово],135 кКал,18 г,7 г,0 г
Мясной Орех из Куриных Грудок [Черкизово],123 кКал,15 г,7 г,0 г
Окорок в Маринаде [Черкизово],270 кКал,16 г,22 г,2 г
Окорок по-Тамбовски [Черкизово],265 кКал,18 г,21 г,1 г
Окорок Свиной Охлажденный [Черкизово],130 кКал,19 г,6 г,0 г
Паштет [Черкизово],229 кКал,11 г,17 г,8 г
Паштет Нежный с Грибами [Черкизово],309 кКал,10 г,29 г,2 г
Поджарка Свиная [Черкизово],303 кКал,15 г,27 г,0 г
Прошутто [Черкизово],366 кКал,22 г,30 г,2 г
"Рёбрышки ""Сытные"" для Запекания [Черкизово]",416 кКал,13 г,40 г,1 г
"Рёбрышки в Маринаде ""Аппетитные"" [Черкизово]",292 кКал,17 г,24 г,2 г
Рёбрышки в Маринаде [Черкизово],220 кКал,19 г,"14,5 г","3,5 г"
Ребрышки из Корейки Свиные [Черкизово],223 кКал,13 г,19 г,0 г
Ребрышки по-Бельгийски [Черкизово],220 кКал,17 г,"15,5 г",3 г
Рёбрышки по-Бельгийски в Шоколадно-Пивном Соусе [Черкизово],219 кКал,17 г,"15,5 г",3 г
Рулет из Индейки Варено-Копченый [Черкизово],90 кКал,18 г,"1,5 г",4 г
Рулет по-Царски [Черкизово],340 кКал,12 г,32 г,1 г
Рулька в Пиве по-Немецки [Черкизово],140 кКал,16 г,7 г,3 г
Рулька в Специях [Черкизово],375 кКал,13 г,35 г,2 г
Рулька Свиная [Черкизово],322 кКал,13 г,30 г,0 г
Сальчичон Колбаса Сырокопченая [Черкизово],366 кКал,17 г,34 г,1 г
Салями [Черкизово],450 кКал,23 г,38 г,4 г
Салями из Индейки [Черкизово],388 кКал,27 г,28 г,7 г
Салями по-Черкизовски [Черкизово],434 кКал,25 г,34 г,7 г
Салями Фламенко [Черкизово],416 кКал,22 г,35 г,4 г
Сардельки Сытные [Черкизово],196 кКал,10 г,12 г,12 г
Свинина для Жарки [Черкизово],363 кКал,12 г,35 г,0 г
Свинина Домашняя в Специях [Черкизово],521 кКал,11 г,53 г,0 г
Свинина Фермерская [Черкизово],192 кКал,18 г,12 г,3 г
Сервелат Венский [Черкизово],207 кКал,10 г,15 г,8 г
Сервелат Гост [Черкизово],487 кКал,16 г,47 г,0 г
Сервилат Премиум [Черкизово],487 кКал,16 г,47 г,0 г
Сосиска Молочная [Черкизово],249 кКал,10 г,21 г,5 г
Сосиски Аппетитные Классические [Черкизово],216 кКал,10 г,16 г,8 г
Сосиски Венские [Черкизово],239 кКал,11 г,19 г,6 г
Сосиски Докторские [Черкизово],204 кКал,"10,5 г",18 г,0 г
Сосиски Докторские Пмо [Черкизово],225 кКал,10 г,17 г,8 г
Сосиски Классические со Свининой ПМО [Черкизово],193 кКал,11 г,13 г,8 г
Сосиски Копчёные по-Черкизовски [Черкизово],226 кКал,11 г,18 г,5 г
Сосиски Кремлёвские [Черкизово],248 кКал,12 г,20 г,5 г
Сосиски Куриные [Черкизово],180 кКал,12 г,12 г,6 г
Сосиски Молочные [Черкизово],296 кКал,11 г,28 г,0 г
Сосиски Молочные Гост [Черкизово],296 кКал,11 г,28 г,0 г
Сосиски Молочные Оригинальные [Черкизово],176 кКал,10 г,12 г,7 г
Сосиски Молочные по-Черкизовски [Черкизово],249 кКал,10 г,21 г,5 г
Сосиски Мясные по-Черкизовски [Черкизово],287 кКал,12 г,25 г,"3,5 г"
Сосиски Особенные с Говядиной [Черкизово],225 кКал,11 г,17 г,7 г
Сосиски Сливочные [Черкизово],211 кКал,10 г,19 г,0 г
Сосиски Сливочные по-Черкизовски [Черкизово],249 кКал,10 г,21 г,5 г
Сосиски Фермерские [Черкизово],187 кКал,"9,5 г",13 г,8 г
Стейк из Корейки [Черкизово],143 кКал,20 г,7 г,0 г
Стейк из Шейки в Сливочно-Чесночном Маринаде [Черкизово],256 кКал,17 г,20 г,2 г
Стейк из Шейки Свиной [Черкизово],290 кКал,14 г,26 г,0 г
Стейк Свиной на Косточке Чалагач [Черкизово],175 кКал,19 г,11 г,0 г
Суджук Армянский с Коньяком [Черкизово],549 кКал,27 г,49 г,0 г
Уши Свиные с Чесноком [Черкизово],219 кКал,19 г,15 г,2 г
Фарш Говяжий [Черкизово],230 кКал,17 г,18 г,0 г
Фарш Деревенский [Черкизово],290 кКал,14 г,26 г,0 г
Фарш Домашний [Черкизово],303 кКал,15 г,27 г,0 г
Фарш Свиной [Черкизово],363 кКал,12 г,35 г,0 г
Фермерская Корейка [Черкизово],121 кКал,15 г,5 г,4 г
Филе Малое Грудки Индейки [Черкизово],130 кКал,"22,5 г",4 г,0 г
Фрикадельки Домашние [Черкизово],363 кКал,12 г,35 г,0 г
Фрикадельки Классические [Черкизово],144 кКал,17 г,8 г,1 г
Фрикадельки Классические из Говядины [Черкизово],218 кКал,13 г,18 г,1 г
Шашлык из Вырезки Свиной [Черкизово],138 кКал,20 г,6 г,1 г
Шейка Брюссельская [Черкизово],230 кКал,"18,5 г","16,5 г",2 г
Шейка в Маринаде для Запекания [Черкизово],379 кКал,14 г,35 г,2 г
Шейка Парижская [Черкизово],180 кКал,"14,5 г",13 г,2 г
Шейка Свиная [Черкизово],290 кКал,14 г,26 г,0 г
Шейка Свиная в Маринаде [Черкизово],379 кКал,14 г,35 г,2 г
Шницель в Маринаде [Черкизово],311 кКал,15 г,27 г,2 г
Шницель Свиной Охлажденный [Черкизово],130 кКал,19 г,6 г,0 г
Эскалоп в Маринаде [Черкизово],301 кКал,17 г,25 г,2 г
Эскалоп Свиной Охлажденный [Черкизово],217 кКал,16 г,17 г,0 г
Эскалоп Сочный с Пряными Травами [Черкизово],125 кКал,20 г,5 г,0 г
