Продукт,Калорийность,Белки,Жиры,Углеводы
"McDONALD'S, йогуртово-фруктовое Парфе (без гранолы)",90 кКал,"2,47 г","1,13 г","16,77 г"
"McDONALD'S, картошка фри",323 кКал,"3,41 г","15,47 г","38,68 г"
"McDONALD'S, котлета McGRIDDLES",312 кКал,"8,41 г","17,76 г","30,25 г"
"McDONALD'S, котлета McMuffin",333 кКал,"12,66 г","21,06 г","23,12 г"
"McDONALD'S, котлета McMuffin с яйцом",274 кКал,"12,59 г","17,83 г","16,38 г"
"McDONALD'S, котлета McMuffin с яйцом и сыром",283 кКал,"10,77 г","17,73 г","21,44 г"
"McDONALD'S, мороженное ""McFLURRY"" с конфетами ""M and M'S""",177 кКал,"4,02 г","6,46 г","26,62 г"
"McDONALD'S, мороженное ""McFLURRY"" с печеньем ""OREO""",165 кКал,"3,97 г","5,66 г","25,45 г"
"McDONALD'S, обезжиренное ванильное мороженое, рожок",162 кКал,"4,24 г","4,86 г","26,26 г"
"McDONALD'S, оладьи",228 кКал,6 г,"5,84 г","36,87 г"
"McDONALD'S, оладьи (с двумя шариками масла и сиропом)",272 кКал,"4,05 г","8,06 г","45,18 г"
"McDONALD'S, оладьи с сосисками",294 кКал,"7,81 г","12,5 г","35,95 г"
"McDONALD'S, пломбир клубничный",158 кКал,"3,19 г","3,95 г","28,09 г"
"McDONALD'S, пломбир с горячей карамелью",188 кКал,"3,58 г","4,89 г","33,36 г"
"McDONALD'S, пломбир с горячей помадкой",186 кКал,"4,14 г","5,91 г","29,65 г"
"McDONALD'S, рыбный сэндвич ""FILET-O-FISH""",282 кКал,"11,26 г","14,64 г","24,99 г"
"McDONALD'S, рыбный сэндвич ""FILET-O-FISH"" (без соуса тартар)",243 кКал,"12,47 г","7,62 г","30,08 г"
"McDONALD'S, салат с беконом и хрустящей курятиной ""Bacon Ranch Salad""",122 кКал,"8,82 г","6,3 г","5,08 г"
"McDONALD'S, сэндвич ""McCHICKEN"" (без майонеза)",240 кКал,"11,08 г","8,46 г","29,55 г"
"McDONALD'S, сэндвич ""McMUFFIN"" с яйцом",228 кКал,"13,64 г","9,66 г","20,57 г"
"McDONALD'S, сэндвич ""QUARTER POUNDER""",244 кКал,"14,1 г","11,55 г","20,57 г"
"McDONALD'S, сэндвич ""QUARTER POUNDER"" (с сыром)",258 кКал,"14,59 г","14,22 г","18,55 г"
"McDONALD'S, сэндвич с беконом, яйцом и сыром ""McGRIDDLES""",272 кКал,"12,03 г","13,19 г","25,39 г"
"McDONALD'S, чизбургер",263 кКал,"12,97 г","11,79 г","26,71 г"
"PAPA JOHN'S, пицца ""Works Pizza"", на фирменном корже, 14 дюймов",240 кКал,"10,27 г","10,21 г","24,19 г"
"PAPA JOHN'S, пицца с паперони ""Pepperoni Pizza"", на оригинальном корже, 14 дюймов",275 кКал,"11,97 г","11,86 г","28,84 г"
"PAPA JOHN'S, сырная пицца ""Cheese Pizza"", на оригинальмом корже, 14 дюймов",260 кКал,"11,53 г","9,25 г","30,84 г"
"PAPA JOHN'S, сырная пицца ""Cheese Pizza"", на тонком корже, 14 дюймов",295 кКал,"12,29 г","15,66 г","23,96 г"
"PIZZA HUT, пицца ""Super Supreme Pizza"", на стандартном корже, 12 дюймов",243 кКал,"10,9 г","10,72 г","23,62 г"
"PIZZA HUT, пицца ""Super Supreme Pizza"", на стандартном корже, 14 дюймов",248 кКал,"11,34 г","10,95 г","23,71 г"
"PIZZA HUT, пицца с паперони ""Pepperoni Pizza"", на стандартном корже, 12 дюймов",280 кКал,"12,86 г","11,38 г","29,85 г"
"PIZZA HUT, пицца с паперони ""Pepperoni Pizza"", на стандартном корже, 14 дюймов",291 кКал,"12,23 г","12,63 г","29,51 г"
"PIZZA HUT, пицца с паперони ""Pepperoni Pizza"", на толстом корже, 12 дюймов",298 кКал,"11,97 г","14,21 г","28,69 г"
"PIZZA HUT, пицца с паперони ""Pepperoni Pizza"", на толстом корже, 14 дюймов",291 кКал,"11,47 г","13,07 г","29,79 г"
"PIZZA HUT, сырная пицца ""Cheese Pizza"", на стандартном корже, 12 дюймов",271 кКал,"11,93 г","10,89 г","29,42 г"
"PIZZA HUT, сырная пицца ""Cheese Pizza"", на стандартном корже, 14 дюймов",275 кКал,"11,98 г","10,42 г","31,02 г"
"PIZZA HUT, сырная пицца ""Cheese Pizza"", на толстом корже, 12 дюймов",280 кКал,"11,73 г","12,56 г","28,23 г"
"PIZZA HUT, сырная пицца ""Cheese Pizza"", на толстом корже, 14 дюймов",276 кКал,"10,85 г","11,25 г","30,75 г"
"PIZZA HUT, сырная пицца ""Cheese Pizza"", на тонком хрустящем корже, 12 дюймов",303 кКал,"15,29 г","14,1 г","27,04 г"
"PIZZA HUT, сырная пицца ""Cheese Pizza"", на тонком хрустящем корже, 14 дюймов",306 кКал,"13,37 г","12,8 г","31,82 г"
"POPEYES, бисквит, информация состоянием на ноябрь 2007",401 кКал,6 г,"23,71 г","37,15 г"
"POPEYES, жареная в панировке курица, бедра, мясо и шкурка, информация состоянием на январь 2007",310 кКал,"19,14 г","20,99 г","10,7 г"
"POPEYES, жареная в панировке курица, грудка, мясо и шкурка, информация состоянием на январь 2007",274 кКал,"21,67 г","16,47 г","9,43 г"
"POPEYES, жареная в панировке курица, крылышки, мясо и шкурка, информация состоянием на  январь 2007",338 кКал,"20,4 г","22,48 г","12,92 г"
"POPEYES, жареная в панировке курица, ножки, мясо и шкурка, острые, информация состоянием на  январь 2007",293 кКал,"20,44 г","19,14 г","9,84 г"
"POPEYES, жареная в панировке курица, шкурка, информация состоянием на  январь 2007",433 кКал,"13,96 г","32,32 г","20,54 г"
"POPEYES, жареная курица, бедра, только мясо, информация состоянием на  январь 2007",188 кКал,"24,31 г","9,66 г","0,85 г"
"POPEYES, жареная курица, грудка, только мясо, информация состоянием на  январь 2007",157 кКал,"28,98 г","4,52 г",0 г
"POPEYES, жареная курица, крылышки, только мясо, информация состоянием на  январь 2007",212 кКал,"28,94 г","9,42 г","2,9 г"
"POPEYES, жареная курица, ножки, только мясо, информация состоянием на  январь 2007",170 кКал,"26,51 г","7,14 г","0,04 г"
"POPEYES, куринные полосочки, информация состоянием на  2006 год",271 кКал,"19,2 г","13,01 г","18,51 г"
"POPEYES, острые куринные полосочки, информация состоянием на  2006 год",253 кКал,"19,61 г","11,2 г","17,32 г"
"POPEYES, салат из капусты",161 кКал,"0,98 г","11,18 г","12,42 г"
"TACO BELL, буррито ""SUPREME"" с говядиной",183 кКал,"7,03 г","6,8 г","19,67 г"
"TACO BELL, буррито ""SUPREME"" с курицей",179 кКал,"9,84 г","6,42 г","18,11 г"
"TACO BELL, буррито ""SUPREME"" со стейком",183 кКал,"9,13 г","7,27 г","17,92 г"
"TACO BELL, буррито с бобами",209 кКал,"7,35 г","6,05 г","27,03 г"
"TACO BELL, мягкое тако (тако с пшеничной лепешкой) с говядиной",206 кКал,"9,25 г","9,75 г","17,33 г"
"TACO BELL, мягкое тако (тако с пшеничной лепешкой) с курицей",189 кКал,"13,3 г","6,35 г","18,49 г"
"TACO BELL, мягкое тако (тако с пшеничной лепешкой) со стейком",225 кКал,"11,81 г","12,1 г","15,62 г"
"TACO BELL, начо (картофельные чипсы)",350 кКал,"4,32 г","21,5 г","31,71 г"
"TACO BELL, начо (картофельные чипсы) с соусом сюприм",246 кКал,"7,59 г","13,65 г","23,09 г"
"TACO BELL, Оригинальное тако с говядиной",229 кКал,"8,86 г","12,7 г","15,95 г"
"TACO BELL, салат тако",170 кКал,"6,69 г","9,17 г","12,1 г"
"WENDY'S, гамбургер ""CLASSIC SINGLE"", без сыра",213 кКал,"12,63 г","10,6 г","15,52 г"
"WENDY'S, гамбургер ""CLASSIC SINGLE"", с сыром",221 кКал,"14,87 г","11,6 г","12,8 г"
"WENDY'S, гамбургер ""Jr. Hamburger"", без сыра",243 кКал,"12,62 г","8,75 г","26,75 г"
"WENDY'S, гамбургер ""Jr. Hamburger"", с сыром",256 кКал,"13,06 г","11,5 г","23,57 г"
"WENDY'S, замороженные десерты на каждый день ""Frosty Dairy Dessert""",132 кКал,"3,49 г","2,6 г","20,32 г"
"WENDY'S, классический двойной сэндвич ""CLASSIC DOUBLE"", с сыром",241 кКал,"16,52 г","14,2 г","10,61 г"
"WENDY'S, куринные нагетсы",326 кКал,"16,46 г","22,55 г","14,31 г"
"WENDY'S, сэндвич с куриным филе по-домашнему (Homestyle Chicken Fillet Sandwich)",214 кКал,"13,78 г","8,1 г","20,25 г"
"WENDY'S, сэндвич с куриным филе, приготовленным на гриле (Ultimate Chicken Grill Sandwich)",179 кКал,"14,73 г",5 г,"17,78 г"
"Легкое мягкое мороженое, смешанное с конфетами из молочного шоколада",182 кКал,"4,02 г","6,46 г","26,62 г"
"Легкое мягкое мороженое, смешанное с кусочками печенья",169 кКал,"3,97 г","5,66 г","25,45 г"
"Макдональдс, Бэкон Ранч, салат без цыпленка",61 кКал,"4,14 г","3,64 г","2,7 г"
"Макдональдс, Бэкон Ранч, салат с цыпленком гриль",81 кКал,"10,28 г","3,14 г","2,64 г"
"Макдональдс, Сайд Салат",20 кКал,"1,03 г","0,19 г","2,7 г"
"Пицца, с мясом и овощами, на растущем корже, замороженная, приготовленная",271 кКал,"12,63 г","11,75 г","26,48 г"
"Пицца, с мясом и овощами, на стандартном корже, замороженная, приготовленная",276 кКал,"11,28 г","14,43 г","22,94 г"
"Пицца, с паперони, на стандартном корже, замороженная, приготовленная",274 кКал,"14,38 г","13,13 г","22,69 г"
"Пицца, с сыром, замороженная, приготовленная",268 кКал,"10,36 г","12,28 г","26,82 г"
"Пицца, с сыром, на растущем корже, замороженная, приготовленная",260 кКал,"12,37 г","8,78 г","30,41 г"
"Сэндвич с сосиской ""Sausage Griddle Cake Sandwich""",318 кКал,"8,41 г","17,76 г","30,25 г"
"Сэндвич с яйцом, сыром и беконом ""Griddle Cak""",272 кКал,"12,03 г","13,19 г","25,39 г"
"Сэндвич с яйцом, сыром и сосиской ""Griddle Cak""",291 кКал,"10,77 г","17,73 г","21,44 г"
"Фаст фуд, жареный цыпленок, бедрышки, мясо с кожицей, в панировке",274 кКал,"19,23 г","18,07 г","8,58 г"
"Фаст фуд, жареный цыпленок, бедрышки, только мясо, без кожицы и без панировки",178 кКал,"23,21 г","9,41 г","0,24 г"
"Фаст фуд, жареный цыпленок, голень, мясо с кожицей, в панировке",267 кКал,"21,13 г","16,92 г","7,09 г"
"Фаст фуд, жареный цыпленок, голень, только мясо, без кожицы и без панировки",172 кКал,"26,24 г","7,41 г",0 г
"Фаст фуд, жареный цыпленок, грудки, только мясо, без кожицы и без панировки",153 кКал,"27,93 г","4,54 г",0 г
"Фаст фуд, жареный цыпленок, кожа в панировке",398 кКал,"14,11 г","29,22 г","19,26 г"
"Фаст фуд, жареный цыпленок, крылышки, мясо с кожицей, в панировке",310 кКал,"21,14 г","20,09 г","11,09 г"
"Фаст фуд, жареный цыпленок, крылышки, только мясо, без кожицы и без панировки",215 кКал,"28,77 г","10,2 г","2,13 г"
"Фаст фуд, клаб сэндвич (трехслойный), с курицей-гриль, беконом, томатами, сыром, салатом и майонезом",220 кКал,"17,19 г","8,05 г","18,67 г"
"Фаст фуд, клаб сэндвич (трехслойный), с хрустящей курицей, беконом, томатами, сыром, салатом и майонезом",257 кКал,"15,38 г","11,76 г","21,41 г"
"Фаст-фуд, английский кекс, с сыром и сосиской",338 кКал,"13,28 г","20,67 г","24,78 г"
"Фаст-фуд, английский кекс, с яйцом, сыром и канадским беконом",228 кКал,"13,64 г","9,66 г","21,27 г"
"Фаст-фуд, английский кекс, с яйцом, сыром и сосиской",286 кКал,"13,38 г","18,1 г","17,24 г"
"Фаст-фуд, бисквит с ветчиной",342 кКал,"11,85 г","16,3 г","38,05 г"
"Фаст-фуд, бисквит с сосиской",371 кКал,"9,67 г","24,42 г","29,59 г"
"Фаст-фуд, бисквит с яйцом и беконом",305 кКал,"11,33 г","20,73 г","18,56 г"
"Фаст-фуд, бисквит с яйцом и ветчиной",233 кКал,"10,64 г","14,08 г","15,97 г"
"Фаст-фуд, бисквит с яйцом и сосиской",312 кКал,"11,13 г","20,77 г","20,85 г"
"Фаст-фуд, бисквит с яйцом, сыром и сосиской",301 кКал,"12,01 г","17,48 г","24,24 г"
"Фаст-фуд, бублик с отбивной, яйцом и сыром, приправленный",295 кКал,"12,98 г","16,97 г","22,44 г"
"Фаст-фуд, бублик со стейком, яйцом и сыром, приправленный",282 кКал,"15,95 г","14,07 г","22,79 г"
"Фаст-фуд, буррито с бобами",206 кКал,"6,48 г","6,22 г","32,92 г"
"Фаст-фуд, буррито с бобами и мясом",191 кКал,"11,52 г","7,47 г","16,52 г"
"Фаст-фуд, буррито с бобами и сыром",205 кКал,"7,35 г","6,05 г","27,03 г"
"Фаст-фуд, буррито с бобами, сыром и говядиной",180 кКал,"7,03 г","6,8 г","19,67 г"
"Фаст-фуд, гамбургер, большой, с одной котлетой, приправленный",256 кКал,"15,68 г","11,6 г","21,04 г"
"Фаст-фуд, гамбургер, двойной, с большой котлетой, овощами и майонезом, приправленный",252 кКал,"13,94 г","15,66 г","12,34 г"
"Фаст-фуд, гамбургер, двойной, с одной стандартной котлетой, с приправами и фирменным соусом",259 кКал,"12,17 г","13,3 г","21,29 г"
"Фаст-фуд, гамбургер, с одной большой котлетой, овощами и майонезом, приправленный",226 кКал,"11,34 г","12,37 г","15,83 г"
"Фаст-фуд, гамбургер, с одной стандартной котлетой, неприправленный",297 кКал,"16,52 г","12,01 г","29,8 г"
"Фаст-фуд, гамбургер, с одной стандартной котлетой, приправленный",263 кКал,"13,3 г","10,18 г","27,77 г"
"Фаст-фуд, гренки по-французски",340 кКал,6 г,"17,74 г","39,81 г"
"Фаст-фуд, драники",272 кКал,"2,58 г","17,04 г","26,18 г"
"Фаст-фуд, картошка фри, жаренная в растительном масле",312 кКал,"3,43 г","14,73 г","37,64 г"
"Фаст-фуд, картошка-пюре",89 кКал,"1,65 г","2,82 г","13,35 г"
"Фаст-фуд, креветки, обжаренные в панировке",308 кКал,"7,84 г","18,9 г","27,29 г"
"Фаст-фуд, круассан с яйцом, сыром и беконом",289 кКал,"12,92 г","16,4 г","21,5 г"
"Фаст-фуд, круассан с яйцом, сыром и ветчиной",261 кКал,"12,45 г","14,95 г","18,08 г"
"Фаст-фуд, круассан с яйцом, сыром и сосиской",308 кКал,"12,09 г","21,78 г","14,1 г"
"Фаст-фуд, кукурузные оладьи",296 кКал,"6,16 г","13,25 г","37,31 г"
"Фаст-фуд, куриное филе",271 кКал,"19,22 г","13,95 г","16,05 г"
"Фаст-фуд, курица, обжаренная в панировке, без костей, неприправленная",307 кКал,"15,92 г","20,36 г","14,03 г"
"Фаст-фуд, луковые кольца, обжаренные в кляре",411 кКал,"3,86 г","25,23 г","40,88 г"
"Фаст-фуд, миниатюрные коричные рулеты",403 кКал,"7,02 г","17,95 г","51,18 г"
"Фаст-фуд, мягкое ванильное молочное мороженое в рожке",163 кКал,"4,24 г","4,86 г","26,26 г"
"Фаст-фуд, начо с сыром",343 кКал,"4,32 г","21,5 г","31,71 г"
"Фаст-фуд, начо с сыром, бобами, говяжьим фаршем и перцем",219 кКал,"6,21 г","12,48 г","17,69 г"
"Фаст-фуд, пицца с мясом и овощами, на стандартном корже, 14 дюймов",244 кКал,"11,02 г","10,9 г","23,18 г"
"Фаст-фуд, пицца с паперони, на стандартном корже, 14 дюймов",282 кКал,"11,74 г","11,91 г","29,68 г"
"Фаст-фуд, пицца с паперони, на толстом корже, 14 дюймов",287 кКал,"11,49 г","12,58 г","29,64 г"
"Фаст-фуд, пицца с сыром, на стандартном корже, 14 дюймов",266 кКал,"11,39 г","9,69 г","31,03 г"
"Фаст-фуд, пицца с сыром, на толстом корже, 14 дюймов",271 кКал,"10,81 г","10,54 г","30,97 г"
"Фаст-фуд, пицца с сыром, на тонком корже, 14 дюймов",302 кКал,"12,85 г","13,95 г","28,7 г"
"Фаст-фуд, пломбир с горячей помадкой",180 кКал,"3,57 г","5,46 г","30,17 г"
"Фаст-фуд, пломбир с карамелью",196 кКал,"4,71 г","5,98 г","31,81 г"
"Фаст-фуд, пломбир с клубникой",175 кКал,"4,09 г","5,13 г","29,18 г"
"Фаст-фуд, рыбный сэндвич с соусом тартар",257 кКал,"10,29 г","12,45 г","25,69 г"
"Фаст-фуд, рыбный сэндвич с соусом тартар и сыром",279 кКал,"11,26 г","14,64 г","25,59 г"
"Фаст-фуд, салат из капусты",153 кКал,"0,95 г","9,91 г","12,99 г"
"Фаст-фуд, сэндвич ""Субмарина"" с мясной нарезкой",213 кКал,"10,52 г","10,04 г","19,23 г"
"Фаст-фуд, сэндвич ""Субмарина"" с ростбифом",190 кКал,"13,26 г",6 г,"20,51 г"
"Фаст-фуд, сэндвич ""Субмарина"" с салатом из тунца",228 кКал,"11,6 г","10,93 г","21,63 г"
"Фаст-фуд, сэндвич с куриным филе, неприправленный",283 кКал,"13,25 г","16,18 г","21,26 г"
"Фаст-фуд, сэндвич с поджаренным куриным филе, латуком, томатами и майонезом",276 кКал,"10,94 г","13,59 г",26 г
"Фаст-фуд, сэндвич с ростбифом, неприправленный",244 кКал,"15,17 г","10,3 г","20,91 г"
"Фаст-фуд, тако",226 кКал,"8,86 г","12,7 г","15,95 г"
"Фаст-фуд, чизбургер, двойной, с большой котлетой, овощами и майонезом, приправленный",253 кКал,"15,5 г","15,63 г","11,32 г"
"Фаст-фуд, чизбургер, двойной, с большой котлетой, приправленный",272 кКал,"16,96 г","16,22 г","13,43 г"
"Фаст-фуд, чизбургер, двойной, со стандартной котлетой, приправленный",282 кКал,"16,24 г","16,18 г","17,07 г"
"Фаст-фуд, чизбургер, двойной, со стандартной котлетой, с приправами и фирменным соусом",261 кКал,"11,94 г","14,1 г","20,13 г"
"Фаст-фуд, чизбургер, с большой котлетой, неприправленный",310 кКал,"17,29 г","15,97 г","22,37 г"
"Фаст-фуд, чизбургер, с большой котлетой, овощами и майонезом, приправленный",268 кКал,"13,69 г","15,8 г","16,63 г"
"Фаст-фуд, чизбургер, с большой котлетой, приправленный",269 кКал,"15,21 г","14,4 г","18,52 г"
"Фаст-фуд, чизбургер, со стандартной котлетой и овощами, приправленный",254 кКал,"13,06 г","11,5 г","23,57 г"
"Фаст-фуд, чизбургер, со стандартной котлетой, неприправленный",308 кКал,"16,51 г","14,72 г","26,03 г"
"Фаст-фуд, чизбургер, со стандартной котлетой, приправленный",270 кКал,"13,49 г","12,9 г","23,56 г"
"Фаст-фуд, чизбургер, стандартный, с двумя котлетами и булочками, неприправленный",305 кКал,"15,13 г","13,93 г","29,89 г"
"Фаст-фуд, яичница-болтунья",212 кКал,"13,84 г","16,18 г","2,08 г"
